state,state_case,person_num,age,sex,injury_severity,alc_involved,alc_test_result,drugs,drug_num,doa,state_name,drug_desc,year
1,10001,1,68,1,4,9,189,9,1,7,AL,No Drugs,2015
1,10002,1,49,1,4,0,0,0,358,7,AL,Depressant,2015
1,10003,1,31,1,4,1,188,9,1,7,AL,No Drugs,2015
1,10003,2,20,2,2,8,996,8,0,0,AL,Not Reported,2015
1,10004,1,40,1,4,1,260,9,1,7,AL,No Drugs,2015
1,10005,1,24,1,4,0,0,0,1,7,AL,No Drugs,2015
1,10005,1,60,1,0,0,0,0,1,0,AL,No Drugs,2015
1,10006,1,64,1,4,0,996,0,0,0,AL,Not Reported,2015
1,10006,2,17,1,0,8,996,8,0,0,AL,Not Reported,2015
1,10007,1,80,1,4,8,996,8,0,0,AL,Not Reported,2015
1,10007,2,80,1,0,8,996,8,0,0,AL,Not Reported,2015
1,10008,1,999,9,0,9,996,9,0,0,AL,Not Reported,2015
1,10009,1,35,1,4,9,996,9,0,7,AL,Not Reported,2015
1,10010,1,80,2,4,0,996,0,0,7,AL,Not Reported,2015
1,10010,1,64,1,3,0,996,0,0,0,AL,Not Reported,2015
1,10011,1,17,1,0,0,0,0,1,0,AL,No Drugs,2015
1,10011,1,42,2,4,0,0,0,1,7,AL,No Drugs,2015
1,10012,1,23,2,9,9,0,9,1,0,AL,No Drugs,2015
1,10012,1,32,2,0,0,996,0,0,0,AL,Not Reported,2015
1,10012,2,54,2,0,8,996,8,0,0,AL,Not Reported,2015
1,10012,3,27,2,0,8,996,8,0,0,AL,Not Reported,2015
1,10012,4,58,2,0,8,996,8,0,0,AL,Not Reported,2015
1,10012,1,27,2,4,9,0,9,1,7,AL,No Drugs,2015
1,10013,1,55,1,4,0,239,0,300,7,AL,Depressant,2015
1,10014,1,18,1,4,0,153,0,1,7,AL,No Drugs,2015
1,10015,1,33,1,4,9,0,9,167,7,AL,Narcotic,2015
1,10016,1,60,1,0,0,996,0,0,0,AL,Not Reported,2015
1,10016,1,79,1,4,0,996,0,0,0,AL,Not Reported,2015
1,10017,1,86,1,4,0,0,0,348,0,AL,Depressant,2015
1,10018,1,46,1,3,1,127,1,155,0,AL,Narcotic,2015
1,10018,2,34,1,4,8,15,8,155,7,AL,Narcotic,2015
1,10019,1,21,1,4,0,0,0,1,7,AL,No Drugs,2015
1,10020,1,80,2,3,0,996,0,0,0,AL,Not Reported,2015
1,10020,2,90,1,4,8,996,8,0,7,AL,Not Reported,2015
1,10020,1,50,1,3,0,0,0,1,0,AL,No Drugs,2015
1,10021,1,66,1,3,0,996,0,0,0,AL,Not Reported,2015
1,10021,2,85,1,4,8,996,8,0,0,AL,Not Reported,2015
1,10021,1,70,1,3,0,996,0,0,0,AL,Not Reported,2015
1,10021,2,67,1,3,8,996,8,0,0,AL,Not Reported,2015
1,10022,1,62,1,4,0,996,0,0,7,AL,Not Reported,2015
1,10022,2,66,1,3,8,996,8,0,0,AL,Not Reported,2015
1,10023,1,27,1,4,1,996,0,0,7,AL,Not Reported,2015
1,10024,1,35,1,4,9,996,9,0,7,AL,Not Reported,2015
1,10025,1,26,1,4,1,214,9,605,7,AL,Cannabinoid,2015
1,10025,2,28,1,4,8,996,8,0,7,AL,Not Reported,2015
1,10026,1,56,1,4,9,996,9,0,7,AL,Not Reported,2015
1,10027,1,69,2,4,0,996,0,0,0,AL,Not Reported,2015
1,10027,1,25,1,0,0,996,0,0,0,AL,Not Reported,2015
1,10027,2,998,2,0,8,996,8,0,0,AL,Not Reported,2015
1,10028,1,36,2,4,1,225,9,401,7,AL,Stimulant,2015
1,10029,1,24,1,4,0,996,0,0,7,AL,Not Reported,2015
1,10030,1,36,1,4,0,0,9,605,7,AL,Cannabinoid,2015
1,10030,2,50,1,4,8,0,8,1,7,AL,No Drugs,2015
1,10030,3,21,2,4,8,0,8,0,7,AL,Not Reported,2015
1,10030,4,23,2,4,8,0,8,1,7,AL,No Drugs,2015
1,10030,1,37,2,4,0,0,0,1,7,AL,No Drugs,2015
1,10031,1,51,2,0,0,996,0,0,0,AL,Not Reported,2015
1,10032,1,27,1,4,1,217,9,1,7,AL,No Drugs,2015
1,10033,1,35,1,4,9,107,9,1,7,AL,No Drugs,2015
1,10033,2,44,1,4,8,996,8,0,7,AL,Not Reported,2015
1,10034,1,38,1,3,1,158,1,167,0,AL,Narcotic,2015
1,10034,1,50,2,3,0,996,0,0,0,AL,Not Reported,2015
1,10034,2,78,1,3,8,996,8,0,0,AL,Not Reported,2015
1,10034,3,79,2,4,8,0,8,1,7,AL,No Drugs,2015
1,10034,1,40,1,1,0,996,0,0,0,AL,Not Reported,2015
1,10034,2,11,1,1,8,996,8,0,0,AL,Not Reported,2015
1,10034,1,69,1,1,0,996,0,0,0,AL,Not Reported,2015
1,10034,1,72,2,1,0,996,0,0,0,AL,Not Reported,2015
1,10034,2,68,1,0,8,996,8,0,0,AL,Not Reported,2015
1,10034,1,63,1,1,0,996,0,0,0,AL,Not Reported,2015
1,10035,1,52,1,0,9,996,9,0,0,AL,Not Reported,2015
1,10035,1,91,1,4,0,996,0,0,0,AL,Not Reported,2015
1,10036,1,37,2,3,9,996,9,0,0,AL,Not Reported,2015
1,10036,2,38,1,4,8,0,8,402,7,AL,Stimulant,2015
1,10036,3,40,1,2,8,996,8,0,0,AL,Not Reported,2015
1,10036,1,23,2,4,9,0,9,1,7,AL,No Drugs,2015
1,10036,2,24,1,1,8,996,8,0,0,AL,Not Reported,2015
1,10037,1,57,1,4,0,0,0,1,0,AL,No Drugs,2015
1,10038,1,28,1,4,9,996,9,0,0,AL,Not Reported,2015
1,10039,1,63,1,4,9,154,9,343,7,AL,Depressant,2015
1,10040,1,24,2,0,0,996,0,0,0,AL,Not Reported,2015
1,10041,1,38,1,4,1,124,9,1,0,AL,No Drugs,2015
1,10042,1,40,2,0,0,0,0,1,0,AL,No Drugs,2015
1,10042,2,41,1,0,8,996,8,0,0,AL,Not Reported,2015
1,10043,1,65,1,4,0,0,0,417,7,AL,Stimulant,2015
1,10044,1,30,1,4,9,996,9,0,7,AL,Not Reported,2015
1,10044,2,998,2,2,8,996,8,0,0,AL,Not Reported,2015
1,10045,1,53,1,4,9,0,9,155,0,AL,Narcotic,2015
1,10046,1,19,1,4,0,996,0,0,0,AL,Not Reported,2015
1,10047,1,47,2,4,9,270,9,1,0,AL,No Drugs,2015
1,10047,2,21,2,2,8,996,8,0,0,AL,Not Reported,2015
1,10048,1,24,1,2,0,0,0,1,0,AL,No Drugs,2015
1,10048,2,17,2,3,8,996,8,0,0,AL,Not Reported,2015
1,10048,3,17,2,4,8,0,8,401,0,AL,Stimulant,2015
1,10048,4,16,1,4,8,0,8,401,0,AL,Stimulant,2015
1,10049,1,58,1,0,0,996,0,0,0,AL,Not Reported,2015
1,10049,1,999,1,4,9,996,9,0,0,AL,Not Reported,2015
1,10050,1,67,1,0,0,996,0,0,0,AL,Not Reported,2015
1,10051,1,16,2,3,9,0,9,177,0,AL,Narcotic,2015
1,10051,2,15,2,4,8,996,8,0,0,AL,Not Reported,2015
1,10051,3,10,2,1,8,996,8,0,0,AL,Not Reported,2015
1,10051,1,58,1,3,9,0,9,177,0,AL,Narcotic,2015
1,10051,2,58,2,3,8,996,8,0,0,AL,Not Reported,2015
1,10052,1,36,2,4,9,0,9,343,7,AL,Depressant,2015
1,10053,1,47,2,4,0,996,0,0,0,AL,Not Reported,2015
1,10053,2,17,2,3,8,996,8,0,0,AL,Not Reported,2015
1,10053,3,18,1,3,8,996,8,0,0,AL,Not Reported,2015
1,10054,1,57,1,4,9,996,9,0,7,AL,Not Reported,2015
1,10054,1,45,1,0,0,996,0,0,0,AL,Not Reported,2015
1,10055,1,999,9,0,9,996,9,0,0,AL,Not Reported,2015
1,10056,1,24,1,4,1,141,0,1,7,AL,No Drugs,2015
1,10057,1,75,1,0,0,996,0,0,0,AL,Not Reported,2015
1,10057,1,65,2,4,0,996,0,0,7,AL,Not Reported,2015
1,10057,1,19,1,0,0,996,0,0,0,AL,Not Reported,2015
1,10058,1,26,1,4,9,0,9,1,0,AL,No Drugs,2015
1,10058,1,38,2,0,0,996,0,0,0,AL,Not Reported,2015
1,10058,2,998,2,0,8,996,8,0,0,AL,Not Reported,2015
1,10059,1,43,1,0,0,996,0,0,0,AL,Not Reported,2015
1,10060,1,33,2,4,9,0,9,605,0,AL,Cannabinoid,2015
1,10060,2,35,1,1,8,996,8,0,0,AL,Not Reported,2015
1,10060,3,11,2,1,8,996,8,0,0,AL,Not Reported,2015
1,10060,4,13,1,1,8,996,8,0,0,AL,Not Reported,2015
1,10060,5,12,1,1,8,996,8,0,0,AL,Not Reported,2015
1,10060,1,17,2,0,0,996,0,0,0,AL,Not Reported,2015
1,10060,2,9,2,0,8,996,8,0,0,AL,Not Reported,2015
1,10061,1,36,1,4,9,177,9,1,7,AL,No Drugs,2015
1,10061,2,32,1,3,8,996,8,0,0,AL,Not Reported,2015
1,10061,3,22,1,3,8,996,8,0,0,AL,Not Reported,2015
1,10062,1,22,1,4,0,996,0,0,0,AL,Not Reported,2015
1,10063,1,27,1,3,1,996,9,0,0,AL,Not Reported,2015
1,10063,2,44,1,4,8,996,8,0,7,AL,Not Reported,2015
1,10063,3,27,1,3,8,996,8,0,0,AL,Not Reported,2015
1,10064,1,39,1,0,0,996,0,0,0,AL,Not Reported,2015
1,10065,1,44,1,0,9,0,9,155,0,AL,Narcotic,2015
1,10065,1,42,1,4,0,0,0,996,0,AL,Unknown Results,2015
1,10066,1,22,2,4,1,43,1,300,7,AL,Depressant,2015
1,10066,2,23,1,2,8,996,8,0,0,AL,Not Reported,2015
1,10067,1,18,1,1,9,0,9,401,0,AL,Stimulant,2015
1,10067,1,39,2,3,0,996,0,0,0,AL,Not Reported,2015
1,10067,2,92,1,4,8,996,8,0,0,AL,Not Reported,2015
1,10067,1,35,2,0,0,996,0,0,0,AL,Not Reported,2015
1,10067,2,1,1,0,8,996,8,0,0,AL,Not Reported,2015
1,10067,3,4,1,0,8,996,8,0,0,AL,Not Reported,2015
1,10067,1,65,1,0,0,996,0,0,0,AL,Not Reported,2015
1,10067,2,59,2,0,8,996,8,0,0,AL,Not Reported,2015
1,10068,1,52,1,4,0,996,0,0,7,AL,Not Reported,2015
1,10069,1,21,1,0,0,996,0,0,0,AL,Not Reported,2015
1,10069,1,24,1,0,1,130,9,1,0,AL,No Drugs,2015
1,10070,1,37,1,4,9,205,9,417,7,AL,Stimulant,2015
1,10071,1,35,1,4,0,996,0,0,0,AL,Not Reported,2015
1,10071,2,33,2,0,8,996,8,0,0,AL,Not Reported,2015
1,10071,1,18,1,0,0,996,0,0,0,AL,Not Reported,2015
1,10071,2,38,1,0,8,996,8,0,0,AL,Not Reported,2015
1,10072,1,28,2,0,0,996,0,0,0,AL,Not Reported,2015
1,10073,1,56,1,0,0,996,0,0,0,AL,Not Reported,2015
1,10074,1,40,1,4,9,996,9,0,7,AL,Not Reported,2015
1,10074,1,55,2,0,0,996,0,0,0,AL,Not Reported,2015
1,10074,1,33,1,0,0,996,0,0,0,AL,Not Reported,2015
1,10074,1,41,1,0,0,996,0,0,0,AL,Not Reported,2015
1,10075,1,85,1,4,9,215,9,1,7,AL,No Drugs,2015
1,10075,1,29,2,2,0,996,0,0,0,AL,Not Reported,2015
1,10075,2,59,2,2,8,996,8,0,0,AL,Not Reported,2015
1,10075,3,1,2,2,8,996,8,0,0,AL,Not Reported,2015
1,10076,1,33,1,0,0,0,9,1,0,AL,No Drugs,2015
1,10077,1,64,1,0,0,0,0,0,0,AL,Not Reported,2015
1,10078,1,54,1,4,9,0,9,1,7,AL,No Drugs,2015
1,10079,1,32,1,3,1,77,9,1,0,AL,No Drugs,2015
1,10079,2,31,1,4,8,996,8,0,7,AL,Not Reported,2015
1,10080,1,19,1,4,9,205,9,1,7,AL,No Drugs,2015
1,10081,1,36,1,2,1,250,9,1,0,AL,No Drugs,2015
1,10081,2,59,1,3,8,996,8,0,0,AL,Not Reported,2015
1,10081,1,64,1,3,0,996,0,0,0,AL,Not Reported,2015
1,10081,2,72,1,4,8,996,8,0,0,AL,Not Reported,2015
1,10082,1,43,2,4,0,996,0,0,0,AL,Not Reported,2015
1,10083,1,40,1,4,1,145,9,605,7,AL,Cannabinoid,2015
1,10083,1,31,2,4,9,205,9,605,7,AL,Cannabinoid,2015
1,10083,2,26,1,4,8,58,8,1,7,AL,No Drugs,2015
1,10083,3,29,1,4,8,244,8,1,7,AL,No Drugs,2015
1,10084,1,69,1,3,9,0,9,358,0,AL,Depressant,2015
1,10084,1,41,1,4,0,119,0,996,7,AL,Unknown Results,2015
1,10084,1,43,1,0,0,0,0,0,0,AL,Not Reported,2015
1,10085,1,55,1,4,1,349,9,1,7,AL,No Drugs,2015
1,10086,1,15,1,3,9,996,9,0,0,AL,Not Reported,2015
1,10086,2,47,1,4,8,0,8,1,7,AL,No Drugs,2015
1,10086,3,14,1,3,8,996,8,0,0,AL,Not Reported,2015
1,10086,1,45,1,3,9,135,9,1,0,AL,No Drugs,2015
1,10087,1,86,1,4,0,0,0,1,0,AL,No Drugs,2015
1,10087,2,83,2,4,8,996,8,0,7,AL,Not Reported,2015
1,10088,1,18,2,0,0,996,0,0,0,AL,Not Reported,2015
1,10089,1,52,1,4,1,225,9,1,0,AL,No Drugs,2015
1,10090,1,40,1,0,0,996,0,0,0,AL,Not Reported,2015
1,10090,1,51,2,0,0,996,0,0,0,AL,Not Reported,2015
1,10091,1,20,2,0,0,996,0,0,0,AL,Not Reported,2015
1,10091,2,999,2,2,8,996,8,0,0,AL,Not Reported,2015
1,10091,1,61,2,4,0,0,0,321,0,AL,Depressant,2015
1,10091,2,63,2,3,8,996,8,0,0,AL,Not Reported,2015
1,10092,1,17,1,0,0,996,0,0,0,AL,Not Reported,2015
1,10092,2,38,2,0,8,996,8,0,0,AL,Not Reported,2015
1,10092,1,43,1,4,0,0,0,1,0,AL,No Drugs,2015
1,10093,1,29,1,4,9,996,0,0,7,AL,Not Reported,2015
1,10093,1,29,1,4,9,996,0,0,7,AL,Not Reported,2015
1,10093,1,45,1,3,0,996,0,0,0,AL,Not Reported,2015
1,10094,1,50,2,4,9,0,9,605,7,AL,Cannabinoid,2015
1,10095,1,46,1,1,0,0,0,1,0,AL,No Drugs,2015
1,10095,1,49,2,4,0,0,0,351,7,AL,Depressant,2015
1,10095,2,21,1,2,8,996,8,0,0,AL,Not Reported,2015
1,10095,3,10,1,4,8,0,8,605,7,AL,Cannabinoid,2015
1,10095,4,7,2,3,8,996,8,0,0,AL,Not Reported,2015
1,10095,5,50,1,4,8,996,8,0,7,AL,Not Reported,2015
1,10095,1,63,1,2,0,0,0,1,0,AL,No Drugs,2015
1,10095,1,35,2,3,0,0,0,1,0,AL,No Drugs,2015
1,10095,1,39,2,2,0,996,0,0,0,AL,Not Reported,2015
1,10095,1,35,2,0,0,0,0,0,0,AL,Not Reported,2015
1,10095,1,41,1,1,0,0,0,0,0,AL,Not Reported,2015
1,10095,2,44,1,2,8,996,8,0,0,AL,Not Reported,2015
1,10095,1,28,2,2,0,0,0,1,0,AL,No Drugs,2015
1,10095,1,59,1,0,0,0,0,0,0,AL,Not Reported,2015
1,10095,1,43,1,0,0,0,0,0,0,AL,Not Reported,2015
1,10096,1,34,2,4,9,239,9,402,7,AL,Stimulant,2015
1,10097,1,59,1,4,9,0,9,387,7,AL,Depressant,2015
1,10097,1,36,2,4,9,0,9,1,7,AL,No Drugs,2015
1,10098,1,25,1,0,0,0,0,600,0,AL,Cannabinoid,2015
1,10099,1,20,1,4,0,996,0,0,7,AL,Not Reported,2015
1,10101,1,18,1,4,1,142,0,1,7,AL,No Drugs,2015
1,10101,2,17,1,3,8,996,8,0,0,AL,Not Reported,2015
1,10102,1,40,1,4,1,87,0,1,0,AL,No Drugs,2015
1,10103,1,31,1,2,1,135,1,605,0,AL,Cannabinoid,2015
1,10103,2,25,1,4,8,241,8,605,7,AL,Cannabinoid,2015
1,10104,1,91,1,4,9,996,9,0,0,AL,Not Reported,2015
1,10104,2,80,2,4,8,996,8,0,0,AL,Not Reported,2015
1,10104,1,53,2,2,9,0,9,343,0,AL,Depressant,2015
1,10105,1,39,1,2,1,122,1,1,0,AL,No Drugs,2015
1,10105,2,29,1,4,8,396,8,417,7,AL,Stimulant,2015
1,10106,1,26,1,4,1,69,9,1,7,AL,No Drugs,2015
1,10107,1,34,1,4,1,996,9,0,0,AL,Not Reported,2015
1,10107,1,51,1,0,0,996,0,0,0,AL,Not Reported,2015
1,10108,1,57,2,3,9,996,9,0,0,AL,Not Reported,2015
1,10108,1,62,2,4,9,0,9,1,7,AL,No Drugs,2015
1,10108,2,19,2,1,8,996,8,0,0,AL,Not Reported,2015
1,10109,1,22,2,4,0,0,0,1,7,AL,No Drugs,2015
1,10109,1,32,2,2,0,996,0,0,0,AL,Not Reported,2015
1,10109,1,25,1,0,0,996,0,0,0,AL,Not Reported,2015
1,10110,1,46,1,4,9,0,9,1,7,AL,No Drugs,2015
1,10111,1,24,1,4,1,95,0,1,7,AL,No Drugs,2015
1,10111,2,21,1,1,8,996,8,0,0,AL,Not Reported,2015
1,10112,1,64,2,4,9,0,9,300,7,AL,Depressant,2015
1,10113,1,48,1,0,0,996,0,0,0,AL,Not Reported,2015
