state,state_case,veh_crash,pedestrians,motorists_involved,rural_urban,latitude,longitude,fatalities,drunk_drivers,state_name,city_name,lighting_name,city,day,month,year,hour,minute,light_conditions
1,10025,1,0,2,1,33.08890556,-87.6746,2,1,AL,Unknown,Dark Not Lighted,0,15,1,2015,3,5,2
1,10026,1,0,1,2,33.46460556,-86.9417,1,0,AL,MIDFIELD,Daylight,2052,13,1,2015,13,33,1
1,10027,2,0,3,2,30.47271111,-87.6663,1,0,AL,SUMMERDALE,Daylight,2890,17,1,2015,14,42,1
1,10028,1,0,1,2,32.43066389,-86.5179,1,1,AL,PRATTVILLE,Dark Not Lighted,2540,10,1,2015,0,31,2
1,10029,1,0,1,1,31.16130833,-85.1906,1,0,AL,Unknown,Dark Not Lighted,0,23,1,2015,5,40,2
1,10030,2,0,5,1,32.78083333,-86.4702,5,0,AL,Unknown,Daylight,0,24,1,2015,13,15,1
1,10031,1,1,1,1,33.92139167,-87.8673,1,0,AL,Unknown,Dusk,0,24,1,2015,16,38,5
1,10032,1,0,1,2,33.74095278,-85.8829,1,1,AL,Unknown,Dawn,0,25,1,2015,6,20,4
1,10033,1,0,2,1,32.87644722,-85.8776,2,1,AL,ALEXANDER CITY,Dark Lighted,60,23,1,2015,21,22,3
1,10034,6,0,10,2,30.65515556,-87.9071,1,1,AL,DAPHNE,Daylight,860,15,1,2015,14,27,1
1,10035,2,0,2,1,33.58196667,-86.9223,1,0,AL,Unknown,Daylight,20,28,1,2015,9,25,1
1,10036,2,0,5,1,30.85440833,-88.1938,2,0,AL,Unknown,Daylight,0,19,1,2015,14,25,1
1,10037,1,0,1,1,30.73176944,-87.7845,1,0,AL,Unknown,Daylight,0,26,1,2015,14,40,1
1,10038,1,0,1,2,30.612125,-88.0776,1,0,AL,MOBILE,Daylight,2100,27,1,2015,16,50,1
1,10039,1,0,1,2,30.55205833,-88.1048,1,1,AL,Unknown,Dark Not Lighted,0,29,1,2015,0,50,2
1,10040,1,1,1,2,33.43090833,-86.7123,1,0,AL,BIRMINGHAM,Daylight,350,20,1,2015,15,57,1
1,10041,1,0,1,1,34.37793333,-85.7558,1,1,AL,Unknown,Dark Not Lighted,0,28,1,2015,21,10,2
1,10042,1,1,2,1,33.10606944,-87.4671,1,0,AL,Unknown,Dark Not Lighted,0,31,1,2015,18,45,2
1,10043,1,0,1,1,34.51033611,-85.7605,1,0,AL,Unknown,Dark Not Lighted,0,2,2,2015,3,20,2
1,10044,1,0,2,2,33.39817778,-86.7777,1,0,AL,HOOVER,Dark Lighted,1716,31,1,2015,3,10,3
1,10045,1,0,1,2,30.62482222,-88.1247,1,0,AL,MOBILE,Daylight,2100,31,1,2015,8,19,1
1,10046,1,0,1,2,32.84681944,-85.1869,1,0,AL,LANETT,Dark Unknown Lighting,1830,8,2,2015,2,15,6
1,10047,1,0,2,2,30.66823611,-88.0544,1,1,AL,MOBILE,Dark Not Lighted,2100,22,1,2015,0,7,2
1,10048,1,0,4,1,30.97233333,-87.6395,2,0,AL,Unknown,Dark Not Lighted,0,24,1,2015,22,0,2
1,10049,2,0,2,2,33.529925,-86.8809,1,0,AL,BIRMINGHAM,Dark Unknown Lighting,350,29,1,2015,1,15,6
1,10050,1,1,1,1,30.84359444,-88.3952,1,0,AL,Unknown,Dark Not Lighted,0,31,1,2015,4,50,2
1,10051,2,0,5,2,31.82342222,-85.9605,1,0,AL,TROY,Daylight,3040,1,2,2015,14,38,1
1,10052,1,0,1,2,34.72961667,-86.8562,1,0,AL,Unknown,Dark Not Lighted,9997,9,2,2015,4,40,2
1,10053,1,0,3,1,33.03825556,-86.2256,1,0,AL,Unknown,Dark Not Lighted,0,1,2,2015,17,55,2
1,10054,2,0,2,1,32.44788333,-87.9639,1,0,AL,Unknown,Dusk,0,3,2,2015,17,30,5
1,10055,1,1,1,2,34.86791111,-86.5714,1,0,AL,Unknown,Dark Not Lighted,0,4,2,2015,2,25,2
1,10056,1,0,1,1,30.52108889,-87.4586,1,1,AL,Unknown,Dark Not Lighted,0,8,2,2015,2,20,2
1,10057,3,0,3,1,34.45239167,-85.7817,1,0,AL,RAINSVILLE,Dark Not Lighted,2564,4,2,2015,17,52,2
1,10058,2,0,3,2,31.82686111,-86.6481,1,0,AL,GREENVILLE,Daylight,1460,8,2,2015,14,40,1
1,10059,1,1,1,1,34.65318611,-87.5282,1,0,AL,Unknown,Dark Not Lighted,0,10,2,2015,22,0,2
1,10060,2,0,7,1,34.52244722,-85.8272,1,0,AL,RAINSVILLE,Dark Not Lighted,2564,10,2,2015,17,39,2
1,10061,1,0,3,1,34.06270556,-87.82600000000001,1,1,AL,Unknown,Dark Not Lighted,0,13,2,2015,21,33,2
1,10062,1,0,1,2,34.76898333,-86.4939,1,0,AL,Unknown,Daylight,0,14,2,2015,10,55,1
1,10063,1,0,3,2,31.28759444,-85.7004,1,1,AL,DALEVILLE,Dark Not Lighted,845,1,2,2015,3,55,2
1,10064,1,1,1,2,30.70100278,-88.1236,1,0,AL,MOBILE,Dark Not Lighted,2100,4,2,2015,0,19,2
1,10065,2,0,2,1,30.45154444,-87.6802,1,0,AL,ROBERTSDALE,Daylight,2650,31,1,2015,10,47,1
1,10066,1,0,2,2,32.32658333,-86.2974,1,1,AL,MONTGOMERY,Dark Lighted,2130,8,2,2015,1,41,3
1,10067,4,0,8,2,32.61580556,-85.508,1,0,AL,AUBURN,Daylight,200,11,2,2015,11,41,1
1,10068,1,0,1,1,32.27960278,-85.3835,1,0,AL,Unknown,Dark Not Lighted,0,15,2,2015,18,23,2
1,10069,2,1,2,2,30.68153889,-88.0691,1,1,AL,MOBILE,Dark Lighted,2100,15,2,2015,21,8,3
1,10070,1,0,1,1,33.493625,-86.16799999999999,1,1,AL,Unknown,Dark Not Lighted,0,22,2,2015,3,55,2
1,10071,2,0,4,2,34.2806,-86.1959,1,0,AL,ALBERTVILLE,Dark Unknown Lighting,50,20,2,2015,22,30,6
1,10072,1,1,1,2,33.44571389,-86.7358,1,0,AL,BIRMINGHAM,Dark Lighted,350,22,2,2015,19,0,3
1,10073,1,1,1,2,33.53994444,-86.8702,1,0,AL,BIRMINGHAM,Dark Not Lighted,350,20,2,2015,23,0,2
1,10074,4,0,4,2,33.45167778,-86.8184,1,0,AL,HOMEWOOD,Dark Lighted,1710,16,2,2015,5,17,3
1,10075,2,0,4,1,32.10455556,-86.4046,1,1,AL,Unknown,Dark Not Lighted,0,10,2,2015,18,0,2
1,10076,2,1,1,1,31.02139444,-88.2317,1,0,AL,Unknown,Daylight,0,13,2,2015,10,9,1
1,10077,1,1,1,2,32.679275,-85.3702,1,0,AL,OPELIKA,Dark Not Lighted,2340,23,2,2015,18,43,2
1,10078,1,0,1,2,33.2262,-87.5326,1,0,AL,TUSCALOOSA,Daylight,3050,24,2,2015,15,52,1
1,10079,1,0,2,2,33.38663333,-86.9879,1,1,AL,Unknown,Dark Not Lighted,0,7,3,2015,4,45,2
1,10080,1,0,1,1,32.4551,-86.2918,1,1,AL,Unknown,Daylight,0,17,2,2015,15,25,1
1,10081,2,0,4,1,34.71134167,-87.6678,1,1,AL,Unknown,Daylight,0,20,2,2015,12,0,1
1,10082,1,0,1,2,30.43372222,-87.6492,1,0,AL,FOLEY,Dark Not Lighted,1210,24,2,2015,21,14,2
1,10083,2,0,4,1,34.74899444,-86.7962,4,2,AL,Unknown,Dark Lighted,0,1,3,2015,3,13,3
1,10084,3,0,3,2,33.234175,-87.6386,1,1,AL,NORTHPORT,Daylight,2260,1,3,2015,10,25,1
1,10085,1,0,1,1,33.56501111,-85.8632,1,1,AL,Unknown,Daylight,0,1,3,2015,13,30,1
1,10086,2,0,4,2,34.77878611,-86.65700000000001,1,1,AL,HUNTSVILLE,Dark Lighted,1730,1,3,2015,17,58,3
1,10087,1,0,2,1,34.54287222,-86.1524,2,0,AL,Unknown,Daylight,0,3,3,2015,12,25,1
1,10088,1,1,1,1,33.80393333,-87.1278,1,0,AL,Unknown,Dark Not Lighted,0,3,3,2015,19,45,2
1,10089,1,0,1,2,30.74889167,-88.1317,1,1,AL,PRICHARD,Dark Not Lighted,2550,3,3,2015,18,56,2
1,10090,2,1,2,2,33.49488056,-86.8609,1,0,AL,BIRMINGHAM,Dark Lighted,350,5,3,2015,18,25,3
1,10091,2,0,4,2,30.73507222,-88.0822,1,0,AL,PRICHARD,Daylight,2550,3,3,2015,10,52,1
1,10092,2,0,3,2,32.61657222,-85.3714,1,0,AL,OPELIKA,Dark Not Lighted,2340,8,3,2015,19,10,2
1,10093,3,0,3,2,33.54760278,-86.6252,2,0,AL,Unknown,Dark Lighted,0,9,3,2015,5,55,3
1,10094,1,0,1,1,31.20380833,-87.311,1,0,AL,Unknown,Dark Not Lighted,0,6,3,2015,20,25,2
1,10095,10,0,15,1,32.28422222,-86.3432,3,0,AL,MONTGOMERY,Daylight,2130,2,3,2015,8,7,1
1,10096,1,0,1,1,32.27369722,-86.9892,1,1,AL,Unknown,Daylight,0,6,3,2015,13,45,1
1,10097,2,0,2,1,33.8332,-86.26100000000001,2,0,AL,ASHVILLE,Daylight,160,18,2,2015,7,48,1
1,10098,1,1,1,2,31.25823611,-85.4322,1,0,AL,DOTHAN,Dark Lighted,930,28,2,2015,19,57,3
1,10099,1,0,1,1,33.93647222,-87.2829,1,0,AL,Unknown,Daylight,0,4,3,2015,11,47,1
1,10101,1,0,2,1,34.51690278,-87.6549,1,1,AL,Unknown,Dark Not Lighted,0,7,3,2015,4,0,2
1,10102,1,0,1,2,32.35867222,-86.2477,1,1,AL,MONTGOMERY,Dark Lighted,2130,14,3,2015,3,38,3
1,10103,1,0,2,1,33.06118056,-87.5094,1,1,AL,Unknown,Dark Not Lighted,0,28,2,2015,1,40,2
1,10104,2,0,3,1,30.56744167,-87.666,2,0,AL,ROBERTSDALE,Daylight,2650,5,3,2015,15,3,1
1,10105,1,0,2,2,34.78616389,-87.6979,1,1,AL,FLORENCE,Dark Not Lighted,1200,6,3,2015,99,99,2
1,10106,1,0,1,1,31.769225,-88.1866,1,1,AL,Unknown,Dark Not Lighted,0,9,3,2015,23,5,2
1,10107,2,0,2,1,33.82046667,-86.8082,1,1,AL,Unknown,Dark Not Lighted,0,13,3,2015,0,41,2
1,10108,2,0,3,2,33.76190556,-86.0434,1,0,AL,OHATCHEE,Dark Not Lighted,2325,13,3,2015,19,21,2
1,10109,3,0,3,1,32.93260278,-85.3953,1,0,AL,Unknown,Daylight,0,14,3,2015,10,0,1
1,10110,1,0,1,1,33.09906389,-86.0112,1,0,AL,Unknown,Daylight,0,14,3,2015,16,40,1
1,10111,1,0,2,1,33.25796389,-87.8056,1,1,AL,Unknown,Dark Not Lighted,0,16,3,2015,22,55,2
1,10112,1,0,1,1,33.98633611,-87.853,1,0,AL,Unknown,Dark Not Lighted,0,21,3,2015,1,45,2
1,10113,1,1,2,2,33.687975,-86.8301,1,0,AL,Unknown,Dark Not Lighted,0,4,4,2015,20,15,2
1,10114,2,0,2,2,30.66108056,-87.8705,1,1,AL,DAPHNE,Dark Not Lighted,860,1,4,2015,22,49,2
1,10115,1,0,1,1,33.900625,-87.4694,1,0,AL,Unknown,Dark Not Lighted,0,27,3,2015,23,28,2
1,10116,2,0,3,1,31.26938889,-87.214,1,0,AL,Unknown,Dark Not Lighted,0,14,3,2015,21,7,2
1,10117,2,1,5,1,31.00395,-87.6786,1,0,AL,Unknown,Dark Not Lighted,0,11,3,2015,19,30,2
1,10118,1,0,2,2,34.56162222,-86.9704,1,1,AL,DECATUR,Dark Lighted,890,8,3,2015,4,34,3
1,10119,2,0,2,1,33.26156389,-87.7053,1,0,AL,Unknown,Dark Not Lighted,0,1,3,2015,20,5,2
1,10120,2,0,2,1,33.84600556,-86.2702,1,0,AL,ASHVILLE,Daylight,160,3,3,2015,13,27,1
1,10121,2,0,3,2,32.54603889,-86.1884,1,0,AL,WETUMPKA,Daylight,3270,8,3,2015,14,15,1
1,10122,1,0,1,1,32.50412778,-86.5733,1,0,AL,Unknown,Daylight,0,10,3,2015,11,50,1
1,10123,2,0,3,1,34.22031111,-86.8295,1,0,AL,Unknown,Daylight,0,16,3,2015,7,55,1
1,10124,1,1,1,2,34.67851667,-86.7473,1,0,AL,MADISON,Daylight,1970,16,3,2015,10,4,1
1,10125,1,0,4,1,32.26903333,-85.0115,2,0,AL,Unknown,Daylight,0,17,3,2015,15,6,1
1,10126,2,0,2,1,31.31268333,-85.9297,1,0,AL,Unknown,Daylight,0,19,3,2015,12,0,1
1,10127,2,0,5,1,31.48936944,-85.9137,2,0,AL,Unknown,Dark Unknown Lighting,0,20,3,2015,21,30,6
1,10128,1,1,1,1,32.65625,-87.8754,1,0,AL,FORKLAND,Dark Not Lighted,1213,20,3,2015,21,45,2
1,10129,2,0,3,1,34.49746111,-85.8525,1,0,AL,RAINSVILLE,Daylight,2564,24,3,2015,7,15,1
1,10130,2,0,3,2,30.69029167,-88.0236,1,0,AL,MOBILE,Daylight,2100,24,3,2015,8,20,1
1,10131,1,1,2,1,34.004025,-87.7459,1,0,AL,Unknown,Dark Not Lighted,0,24,3,2015,19,40,2
1,10132,2,0,3,2,34.72875556,-86.7502,1,0,AL,MADISON,Dark Lighted,1970,26,3,2015,4,36,3
1,10133,2,0,2,1,31.00971111,-88.1589,1,0,AL,Unknown,Daylight,0,26,3,2015,8,25,1
1,10134,2,0,2,1,34.05098889,-86.1839,1,0,AL,Unknown,Dark Not Lighted,0,27,3,2015,23,35,2
1,10135,3,0,3,1,33.650575,-85.7432,1,1,AL,Unknown,Dark Not Lighted,0,27,3,2015,21,45,2
1,10136,1,0,2,1,33.48036667,-87.5933,1,1,AL,Unknown,Dark Not Lighted,0,28,3,2015,4,45,2
1,10137,1,1,2,2,33.47045,-86.8733,1,0,AL,BIRMINGHAM,Dusk,350,30,3,2015,19,15,5
1,10138,3,0,4,2,33.90453611,-86.0257,1,0,AL,SOUTHSIDE,Dark Not Lighted,2822,3,4,2015,19,50,2
1,10139,3,0,4,2,34.21063056,-86.8875,1,0,AL,CULLMAN,Daylight,830,3,4,2015,11,29,1
1,10140,2,0,3,1,33.32356944,-86.6183,1,1,AL,Unknown,Daylight,0,4,4,2015,18,30,1
1,10141,9,0,14,1,31.19800278,-87.3178,1,0,AL,Unknown,Daylight,0,2,4,2015,16,50,1
1,10142,1,0,2,1,31.06918889,-85.2676,2,1,AL,Unknown,Dark Not Lighted,0,21,3,2015,20,15,2
1,10143,2,0,2,2,32.32344444,-86.2383,1,2,AL,MONTGOMERY,Dark Lighted,2130,23,3,2015,0,38,3
1,10144,2,0,4,2,32.36861667,-86.355,1,1,AL,MONTGOMERY,Dark Lighted,2130,24,3,2015,19,48,3
1,10145,2,0,3,2,33.996975,-86.0906,1,0,AL,GADSDEN,Dark Lighted,1280,24,3,2015,20,0,3
1,10146,3,0,4,1,34.47056667,-85.7863,1,1,AL,RAINSVILLE,Dark Not Lighted,2564,28,3,2015,20,4,2
1,10147,2,0,2,1,31.90763611,-87.8174,1,0,AL,Unknown,Daylight,0,1,4,2015,16,43,1
1,10148,1,1,2,1,34.91848333,-85.6406,1,0,AL,Unknown,Daylight,0,3,4,2015,8,50,1
1,10149,1,0,1,1,34.87791389,-87.7103,1,1,AL,Unknown,Dusk,0,3,4,2015,19,5,5
1,10150,2,0,2,1,34.63410278,-85.9331,1,0,AL,Unknown,Daylight,0,5,4,2015,11,40,1
1,10151,1,0,1,1,32.26690278,-85.9527,1,1,AL,Unknown,Daylight,0,4,4,2015,15,0,1
1,10152,2,0,2,1,33.52636111,-87.4722,1,0,AL,Unknown,Dawn,0,6,4,2015,6,25,4
1,10153,5,0,6,1,32.47788056,-86.1981,1,0,AL,WETUMPKA,Daylight,3270,6,4,2015,17,25,1
1,10154,1,0,1,2,33.73637778,-86.8681,1,0,AL,Unknown,Daylight,0,16,2,2015,11,45,1
1,10155,2,0,3,2,33.61813611,-86.685,1,0,AL,BIRMINGHAM,Dark Not Lighted,350,30,3,2015,20,50,2
1,10156,1,0,1,2,30.87624722,-88.0459,1,0,AL,SATSUMA,Daylight,2716,17,4,2015,13,42,1
1,10157,2,0,2,2,32.36128333,-86.3218,1,0,AL,MONTGOMERY,Dark Lighted,2130,27,3,2015,5,20,3
1,10158,2,0,3,1,33.48549444,-87.0314,1,0,AL,Unknown,Dusk,0,6,4,2015,17,22,5
1,10159,1,0,1,1,33.76413611,-87.2744,1,0,AL,PARRISH,Daylight,2400,12,2,2015,11,42,1
1,10160,1,1,1,2,33.408075,-86.9373,1,0,AL,BESSEMER,Dark Lighted,330,14,3,2015,22,9,3
1,10161,2,0,3,2,31.83838056,-85.9928,1,0,AL,TROY,Daylight,3040,30,3,2015,15,27,1
1,10162,1,1,1,2,32.49611111,-85.0146,1,0,AL,PHENIX CITY,Dark Not Lighted,2440,2,4,2015,6,5,2
1,10163,2,0,2,2,32.32692222,-86.2821,1,0,AL,MONTGOMERY,Dark Lighted,2130,4,4,2015,5,50,3
1,10164,1,0,2,1,31.04196944,-87.0355,1,0,AL,Unknown,Daylight,0,6,4,2015,14,35,1
1,10165,2,0,3,1,34.08569167,-86.7932,2,0,AL,Unknown,Daylight,0,6,4,2015,14,20,1
1,10166,1,0,1,2,32.61595,-85.499,1,1,AL,AUBURN,Dark Lighted,200,10,4,2015,3,15,3
1,10167,1,0,1,1,33.17655278,-87.3055,1,1,AL,COALING,Dark Not Lighted,718,11,4,2015,23,45,2
1,10168,1,0,2,2,32.56443611,-85.9312,1,1,AL,TALLASSEE,Dark Not Lighted,2940,12,4,2015,0,51,2
1,10169,2,0,3,1,34.88471111,-86.73899999999999,1,0,AL,Unknown,Daylight,0,13,4,2015,12,10,1
1,10170,2,0,4,1,32.29946111,-85.1801,1,0,AL,Unknown,Dark Lighted,0,8,4,2015,20,23,3
1,10171,2,0,2,1,31.10145278,-85.5163,1,0,AL,Unknown,Dark Not Lighted,0,9,4,2015,5,0,2
1,10172,2,0,16,1,33.40058333,-88.1417,1,0,AL,Unknown,Daylight,0,10,4,2015,15,40,1
1,10173,2,0,5,1,31.833975,-85.7758,1,1,AL,Unknown,Dark Not Lighted,0,11,4,2015,23,40,2
1,10174,2,0,2,1,33.11793333,-86.2395,1,0,AL,Unknown,Dark Not Lighted,0,15,4,2015,5,10,2
1,10175,1,0,2,1,33.15340556,-86.6578,1,0,AL,Unknown,Daylight,0,15,4,2015,11,50,1
1,10176,1,0,1,1,34.18084444,-85.7616,1,0,AL,LEESBURG,Daylight,1852,16,4,2015,7,20,1
1,10177,2,0,4,1,31.70562778,-85.5928,1,0,AL,CLIO,Dark Lighted,720,16,4,2015,20,5,3
1,10178,1,1,1,2,33.38305,-86.9408,1,0,AL,BESSEMER,Dark Not Lighted,330,18,4,2015,21,49,2
1,10179,2,0,2,2,34.27261667,-86.1985,1,0,AL,ALBERTVILLE,Daylight,50,18,4,2015,10,22,1
1,10180,3,0,5,1,32.68974444,-86.7949,2,0,AL,Unknown,Dark Not Lighted,0,18,4,2015,20,25,2
1,10181,1,0,1,1,33.760725,-85.6926,1,0,AL,Unknown,Dark Not Lighted,0,19,4,2015,3,25,2
1,10182,2,0,2,1,33.80746944,-86.4865,1,0,AL,Unknown,Daylight,0,19,4,2015,9,0,1
1,10183,1,1,1,2,32.43308333,-87.0499,1,0,AL,SELMA,Dark Lighted,2760,17,4,2015,20,15,3
1,10184,1,0,1,1,34.26499167,-86.8406,1,1,AL,Unknown,Daylight,0,21,4,2015,15,0,1
1,10185,1,0,1,2,33.39529167,-86.9548,1,0,AL,BESSEMER,Daylight,330,22,4,2015,14,38,1
1,10186,1,0,3,1,33.90451667,-86.434,1,0,AL,Unknown,Daylight,0,24,4,2015,13,40,1
1,10187,1,0,2,1,33.12183611,-87.4447,1,1,AL,Unknown,Dark Not Lighted,0,24,4,2015,20,30,2
1,10188,2,0,4,2,33.60119722,-86.5715,1,1,AL,TRUSSVILLE,Daylight,3080,25,4,2015,12,50,1
1,10189,2,0,3,1,34.83090556,-85.7629,1,0,AL,Unknown,Daylight,0,26,4,2015,10,30,1
1,10190,2,0,6,1,31.69793611,-86.7433,1,0,AL,Unknown,Daylight,0,8,4,2015,13,30,1
1,10191,1,0,2,1,31.19613611,-87.3203,1,1,AL,Unknown,Dark Not Lighted,0,25,4,2015,4,20,2
1,10192,1,0,1,2,32.36698056,-86.1433,1,0,AL,MONTGOMERY,Daylight,2130,28,4,2015,8,11,1
1,10193,2,0,4,1,34.78567778,-86.4481,1,0,AL,Unknown,Daylight,0,17,4,2015,11,10,1
1,10194,2,0,2,2,30.36303056,-87.5956,1,1,AL,ELBERTA,Daylight,1011,17,4,2015,18,39,1
1,10195,2,0,3,2,33.528825,-86.7468,2,1,AL,BIRMINGHAM,Daylight,350,22,4,2015,9,36,1
1,10196,1,0,1,1,34.07541667,-85.645,1,1,AL,Unknown,Dark Not Lighted,0,24,4,2015,20,35,2
1,10197,2,0,2,2,33.17261667,-87.4777,1,1,AL,TUSCALOOSA,Dark Lighted,3050,25,4,2015,20,38,3
1,10198,2,0,3,1,32.698575,-85.8471,1,0,AL,Unknown,Daylight,0,27,4,2015,9,45,1
1,10199,2,0,5,1,34.08930556,-86.6522,2,0,AL,Unknown,Daylight,0,27,4,2015,10,25,1
1,10200,2,0,4,1,34.51630556,-87.2063,1,0,AL,Unknown,Daylight,0,15,4,2015,11,0,1
1,10201,1,0,1,2,34.21392778,-86.1393,1,0,AL,BOAZ,Dark Not Lighted,400,30,4,2015,23,0,2
1,10202,2,0,2,1,30.61619167,-87.5785,1,0,AL,Unknown,Dark Not Lighted,0,23,4,2015,20,57,2
1,10203,2,0,2,1,33.58526944,-86.0406,1,1,AL,Unknown,Dark Not Lighted,0,25,4,2015,0,25,2
1,10204,1,0,3,1,31.14328611,-87.4097,1,0,AL,Unknown,Dark Not Lighted,0,1,5,2015,18,15,2
1,10205,1,0,2,2,33.407825,-86.76299999999999,1,1,AL,HOOVER,Dark Not Lighted,1716,5,5,2015,0,17,2
1,10206,1,1,2,2,32.32687222,-86.2732,1,0,AL,MONTGOMERY,Dark Lighted,2130,2,4,2015,19,32,3
1,10207,2,0,2,2,32.81164167,-85.1704,1,0,AL,RIVER VIEW,Dark Lighted,3111,16,4,2015,20,6,3
1,10208,1,1,1,2,33.19108333,-87.4634,1,0,AL,TUSCALOOSA,Dark Not Lighted,3050,20,4,2015,23,0,2
1,10209,2,0,2,1,34.83666111,-87.6518,1,0,AL,FLORENCE,Daylight,1200,23,4,2015,13,9,1
1,10210,1,0,1,2,32.81228611,-85.1708,1,0,AL,RIVER VIEW,Daylight,3111,25,4,2015,19,0,1
1,10211,2,0,2,1,32.72789444,-85.5812,1,0,AL,Unknown,Daylight,0,30,4,2015,9,27,1
1,10212,1,0,1,2,34.63110278,-86.4621,1,0,AL,Unknown,Daylight,0,30,4,2015,17,10,1
1,10213,2,0,3,1,33.41463333,-88.0077,2,0,AL,Unknown,Dark Not Lighted,0,30,4,2015,21,25,2
1,10214,2,0,3,2,33.91519167,-85.9135,1,1,AL,GLENCOE,Dark Not Lighted,1370,30,4,2015,20,35,2
1,10215,1,0,1,2,33.51839722,-86.8503,1,0,AL,BIRMINGHAM,Dark Lighted,350,2,5,2015,22,30,3
1,10216,1,0,5,2,30.771375,-88.1747,1,0,AL,PRICHARD,Daylight,2550,3,5,2015,17,43,1
1,10217,1,0,1,1,33.23294722,-87.4197,1,1,AL,TUSCALOOSA,Dark Not Lighted,3050,4,5,2015,0,50,2
1,10218,2,0,3,2,32.45510833,-85.689,1,0,AL,TUSKEGEE,Daylight,3070,4,5,2015,11,0,1
1,10219,2,0,6,2,32.53463333,-86.4558,2,0,AL,Unknown,Daylight,0,4,5,2015,15,50,1
1,10220,1,0,1,1,34.85403889,-86.0383,1,0,AL,Unknown,Dusk,0,4,5,2015,19,18,5
1,10221,1,0,2,1,34.82900833,-87.7635,1,0,AL,Unknown,Daylight,0,5,5,2015,14,45,1
1,10222,2,0,3,1,33.93793333,-87.2239,2,0,AL,Unknown,Daylight,0,6,5,2015,7,35,1
1,10223,2,0,7,2,30.40665,-87.7086,1,1,AL,FOLEY,Dark Lighted,1210,1,5,2015,21,7,3
1,10224,1,1,1,2,34.72234167,-87.635,1,0,AL,MUSCLE SHOALS,Dark Not Lighted,2190,4,5,2015,21,6,2
1,10225,2,0,2,2,32.33015,-86.2321,1,1,AL,MONTGOMERY,Dark Lighted,2130,2,4,2015,22,23,3
1,10226,1,0,2,2,34.72326111,-87.8172,1,0,AL,Unknown,Daylight,0,8,5,2015,9,20,1
1,10227,1,0,1,2,33.18373889,-87.4476,1,0,AL,TUSCALOOSA,Daylight,3050,8,5,2015,11,15,1
