state,state_case,distract_num,distract_desc,state_name,year
48,481850,96,Not/Unknown if Distracted,TX,2017
48,481850,96,Not/Unknown if Distracted,TX,2017
48,481851,0,Not/Unknown if Distracted,TX,2017
48,481851,0,Not/Unknown if Distracted,TX,2017
48,481852,0,Not/Unknown if Distracted,TX,2017
48,481852,0,Not/Unknown if Distracted,TX,2017
48,481853,96,Not/Unknown if Distracted,TX,2017
48,481854,0,Not/Unknown if Distracted,TX,2017
48,481855,0,Not/Unknown if Distracted,TX,2017
48,481856,0,Not/Unknown if Distracted,TX,2017
48,481857,0,Not/Unknown if Distracted,TX,2017
48,481858,0,Not/Unknown if Distracted,TX,2017
48,481859,0,Not/Unknown if Distracted,TX,2017
48,481859,0,Not/Unknown if Distracted,TX,2017
48,481860,0,Not/Unknown if Distracted,TX,2017
48,481860,0,Not/Unknown if Distracted,TX,2017
48,481861,96,Not/Unknown if Distracted,TX,2017
48,481862,0,Not/Unknown if Distracted,TX,2017
48,481862,0,Not/Unknown if Distracted,TX,2017
48,481863,0,Not/Unknown if Distracted,TX,2017
48,481864,0,Not/Unknown if Distracted,TX,2017
48,481865,96,Not/Unknown if Distracted,TX,2017
48,481865,96,Not/Unknown if Distracted,TX,2017
48,481866,0,Not/Unknown if Distracted,TX,2017
48,481867,0,Not/Unknown if Distracted,TX,2017
48,481867,0,Not/Unknown if Distracted,TX,2017
48,481867,0,Not/Unknown if Distracted,TX,2017
48,481867,0,Not/Unknown if Distracted,TX,2017
48,481868,0,Not/Unknown if Distracted,TX,2017
48,481869,0,Not/Unknown if Distracted,TX,2017
48,481870,0,Not/Unknown if Distracted,TX,2017
48,481871,96,Not/Unknown if Distracted,TX,2017
48,481872,96,Not/Unknown if Distracted,TX,2017
48,481873,96,Not/Unknown if Distracted,TX,2017
48,481873,96,Not/Unknown if Distracted,TX,2017
48,481874,96,Not/Unknown if Distracted,TX,2017
48,481875,96,Not/Unknown if Distracted,TX,2017
48,481875,96,Not/Unknown if Distracted,TX,2017
48,481876,10,Object in Vehicle,TX,2017
48,481876,16,Not/Unknown if Distracted,TX,2017
48,481877,96,Not/Unknown if Distracted,TX,2017
48,481878,96,Not/Unknown if Distracted,TX,2017
48,481878,96,Not/Unknown if Distracted,TX,2017
48,481878,96,Not/Unknown if Distracted,TX,2017
48,481879,96,Not/Unknown if Distracted,TX,2017
48,481880,96,Not/Unknown if Distracted,TX,2017
48,481880,96,Not/Unknown if Distracted,TX,2017
48,481881,96,Not/Unknown if Distracted,TX,2017
48,481881,96,Not/Unknown if Distracted,TX,2017
48,481882,96,Not/Unknown if Distracted,TX,2017
48,481883,93,Distracted Unspecified,TX,2017
48,481883,96,Not/Unknown if Distracted,TX,2017
48,481884,96,Not/Unknown if Distracted,TX,2017
48,481885,17,Distracted Unspecified,TX,2017
48,481885,96,Not/Unknown if Distracted,TX,2017
48,481885,96,Not/Unknown if Distracted,TX,2017
48,481885,96,Not/Unknown if Distracted,TX,2017
48,481885,96,Not/Unknown if Distracted,TX,2017
48,481886,96,Not/Unknown if Distracted,TX,2017
48,481887,96,Not/Unknown if Distracted,TX,2017
48,481888,96,Not/Unknown if Distracted,TX,2017
48,481889,96,Not/Unknown if Distracted,TX,2017
48,481890,96,Not/Unknown if Distracted,TX,2017
48,481890,96,Not/Unknown if Distracted,TX,2017
48,481891,96,Not/Unknown if Distracted,TX,2017
48,481892,96,Not/Unknown if Distracted,TX,2017
48,481892,96,Not/Unknown if Distracted,TX,2017
48,481893,96,Not/Unknown if Distracted,TX,2017
48,481894,96,Not/Unknown if Distracted,TX,2017
48,481894,96,Not/Unknown if Distracted,TX,2017
48,481895,96,Not/Unknown if Distracted,TX,2017
48,481896,96,Not/Unknown if Distracted,TX,2017
48,481897,96,Not/Unknown if Distracted,TX,2017
48,481897,96,Not/Unknown if Distracted,TX,2017
48,481898,96,Not/Unknown if Distracted,TX,2017
48,481899,96,Not/Unknown if Distracted,TX,2017
48,481900,96,Not/Unknown if Distracted,TX,2017
48,481900,96,Not/Unknown if Distracted,TX,2017
48,481900,96,Not/Unknown if Distracted,TX,2017
48,481900,96,Not/Unknown if Distracted,TX,2017
48,481900,96,Not/Unknown if Distracted,TX,2017
48,481901,96,Not/Unknown if Distracted,TX,2017
48,481902,96,Not/Unknown if Distracted,TX,2017
48,481902,96,Not/Unknown if Distracted,TX,2017
48,481903,96,Not/Unknown if Distracted,TX,2017
48,481904,96,Not/Unknown if Distracted,TX,2017
48,481904,96,Not/Unknown if Distracted,TX,2017
48,481905,96,Not/Unknown if Distracted,TX,2017
48,481905,96,Not/Unknown if Distracted,TX,2017
48,481906,96,Not/Unknown if Distracted,TX,2017
48,481906,96,Not/Unknown if Distracted,TX,2017
48,481907,96,Not/Unknown if Distracted,TX,2017
48,481908,96,Not/Unknown if Distracted,TX,2017
48,481909,96,Not/Unknown if Distracted,TX,2017
48,481909,96,Not/Unknown if Distracted,TX,2017
48,481909,96,Not/Unknown if Distracted,TX,2017
48,481909,96,Not/Unknown if Distracted,TX,2017
48,481910,96,Not/Unknown if Distracted,TX,2017
48,481911,96,Not/Unknown if Distracted,TX,2017
48,481911,96,Not/Unknown if Distracted,TX,2017
48,481911,96,Not/Unknown if Distracted,TX,2017
48,481911,96,Not/Unknown if Distracted,TX,2017
48,481912,99,Not/Unknown if Distracted,TX,2017
48,481912,0,Not/Unknown if Distracted,TX,2017
48,481913,96,Not/Unknown if Distracted,TX,2017
48,481913,96,Not/Unknown if Distracted,TX,2017
48,481914,96,Not/Unknown if Distracted,TX,2017
48,481915,96,Not/Unknown if Distracted,TX,2017
48,481915,96,Not/Unknown if Distracted,TX,2017
48,481916,96,Not/Unknown if Distracted,TX,2017
48,481916,96,Not/Unknown if Distracted,TX,2017
48,481917,96,Not/Unknown if Distracted,TX,2017
48,481918,93,Distracted Unspecified,TX,2017
48,481918,96,Not/Unknown if Distracted,TX,2017
48,481919,93,Distracted Unspecified,TX,2017
48,481920,96,Not/Unknown if Distracted,TX,2017
48,481921,96,Not/Unknown if Distracted,TX,2017
48,481922,96,Not/Unknown if Distracted,TX,2017
48,481922,96,Not/Unknown if Distracted,TX,2017
48,481923,98,Distracted Unspecified,TX,2017
48,481924,96,Not/Unknown if Distracted,TX,2017
48,481924,96,Not/Unknown if Distracted,TX,2017
48,481925,96,Not/Unknown if Distracted,TX,2017
48,481926,96,Not/Unknown if Distracted,TX,2017
48,481926,96,Not/Unknown if Distracted,TX,2017
48,481927,96,Not/Unknown if Distracted,TX,2017
48,481927,10,Object in Vehicle,TX,2017
48,481928,96,Not/Unknown if Distracted,TX,2017
48,481928,96,Not/Unknown if Distracted,TX,2017
48,481928,96,Not/Unknown if Distracted,TX,2017
48,481929,96,Not/Unknown if Distracted,TX,2017
48,481929,96,Not/Unknown if Distracted,TX,2017
48,481930,96,Not/Unknown if Distracted,TX,2017
48,481931,96,Not/Unknown if Distracted,TX,2017
48,481932,0,Not/Unknown if Distracted,TX,2017
48,481933,0,Not/Unknown if Distracted,TX,2017
48,481934,0,Not/Unknown if Distracted,TX,2017
48,481935,0,Not/Unknown if Distracted,TX,2017
48,481936,13,Eating,TX,2017
48,481937,0,Not/Unknown if Distracted,TX,2017
48,481938,0,Not/Unknown if Distracted,TX,2017
48,481939,0,Not/Unknown if Distracted,TX,2017
48,481940,0,Not/Unknown if Distracted,TX,2017
48,481941,0,Not/Unknown if Distracted,TX,2017
48,481942,0,Not/Unknown if Distracted,TX,2017
48,481942,0,Not/Unknown if Distracted,TX,2017
48,481943,0,Not/Unknown if Distracted,TX,2017
48,481944,5,Cell Phone,TX,2017
48,481945,93,Distracted Unspecified,TX,2017
48,481945,0,Not/Unknown if Distracted,TX,2017
48,481945,0,Not/Unknown if Distracted,TX,2017
48,481946,0,Not/Unknown if Distracted,TX,2017
48,481947,96,Not/Unknown if Distracted,TX,2017
48,481948,4,Object in Vehicle,TX,2017
48,481949,0,Not/Unknown if Distracted,TX,2017
48,481950,0,Not/Unknown if Distracted,TX,2017
48,481951,92,Distracted Unspecified,TX,2017
48,481952,96,Not/Unknown if Distracted,TX,2017
48,481953,96,Not/Unknown if Distracted,TX,2017
48,481953,96,Not/Unknown if Distracted,TX,2017
48,481954,96,Not/Unknown if Distracted,TX,2017
48,481954,96,Not/Unknown if Distracted,TX,2017
48,481955,96,Not/Unknown if Distracted,TX,2017
48,481956,93,Distracted Unspecified,TX,2017
48,481956,96,Not/Unknown if Distracted,TX,2017
48,481957,1,Distracted Unspecified,TX,2017
48,481958,96,Not/Unknown if Distracted,TX,2017
48,481959,96,Not/Unknown if Distracted,TX,2017
48,481959,96,Not/Unknown if Distracted,TX,2017
48,481960,1,Distracted Unspecified,TX,2017
48,481961,0,Not/Unknown if Distracted,TX,2017
48,481962,0,Not/Unknown if Distracted,TX,2017
48,481963,3,Other People,TX,2017
48,481964,0,Not/Unknown if Distracted,TX,2017
48,481965,0,Not/Unknown if Distracted,TX,2017
48,481965,0,Not/Unknown if Distracted,TX,2017
48,481966,3,Other People,TX,2017
48,481966,0,Not/Unknown if Distracted,TX,2017
48,481967,1,Distracted Unspecified,TX,2017
48,481967,0,Not/Unknown if Distracted,TX,2017
48,481968,0,Not/Unknown if Distracted,TX,2017
48,481969,7,Car Controls,TX,2017
48,481969,0,Not/Unknown if Distracted,TX,2017
48,481970,15,Cell Phone,TX,2017
48,481971,0,Not/Unknown if Distracted,TX,2017
48,481971,0,Not/Unknown if Distracted,TX,2017
48,481972,0,Not/Unknown if Distracted,TX,2017
48,481973,0,Not/Unknown if Distracted,TX,2017
48,481973,0,Not/Unknown if Distracted,TX,2017
48,481974,0,Not/Unknown if Distracted,TX,2017
48,481975,0,Not/Unknown if Distracted,TX,2017
48,481975,0,Not/Unknown if Distracted,TX,2017
48,481976,1,Distracted Unspecified,TX,2017
48,481977,0,Not/Unknown if Distracted,TX,2017
48,481978,0,Not/Unknown if Distracted,TX,2017
48,481979,0,Not/Unknown if Distracted,TX,2017
48,481980,0,Not/Unknown if Distracted,TX,2017
48,481981,96,Not/Unknown if Distracted,TX,2017
48,481981,96,Not/Unknown if Distracted,TX,2017
48,481981,96,Not/Unknown if Distracted,TX,2017
48,481982,96,Not/Unknown if Distracted,TX,2017
48,481983,96,Not/Unknown if Distracted,TX,2017
48,481984,96,Not/Unknown if Distracted,TX,2017
48,481985,96,Not/Unknown if Distracted,TX,2017
48,481986,96,Not/Unknown if Distracted,TX,2017
48,481987,96,Not/Unknown if Distracted,TX,2017
48,481987,96,Not/Unknown if Distracted,TX,2017
48,481988,96,Not/Unknown if Distracted,TX,2017
48,481988,96,Not/Unknown if Distracted,TX,2017
48,481989,96,Not/Unknown if Distracted,TX,2017
48,481989,96,Not/Unknown if Distracted,TX,2017
48,481990,96,Not/Unknown if Distracted,TX,2017
48,481991,96,Not/Unknown if Distracted,TX,2017
48,481992,96,Not/Unknown if Distracted,TX,2017
48,481992,96,Not/Unknown if Distracted,TX,2017
48,481993,96,Not/Unknown if Distracted,TX,2017
48,481994,96,Not/Unknown if Distracted,TX,2017
48,481995,96,Not/Unknown if Distracted,TX,2017
48,481996,96,Not/Unknown if Distracted,TX,2017
48,481996,96,Not/Unknown if Distracted,TX,2017
48,481997,96,Not/Unknown if Distracted,TX,2017
48,481998,96,Not/Unknown if Distracted,TX,2017
48,481999,99,Not/Unknown if Distracted,TX,2017
48,482000,96,Not/Unknown if Distracted,TX,2017
48,482000,96,Not/Unknown if Distracted,TX,2017
48,482001,0,Not/Unknown if Distracted,TX,2017
48,482002,96,Not/Unknown if Distracted,TX,2017
48,482003,96,Not/Unknown if Distracted,TX,2017
48,482004,96,Not/Unknown if Distracted,TX,2017
48,482004,96,Not/Unknown if Distracted,TX,2017
48,482005,96,Not/Unknown if Distracted,TX,2017
48,482005,96,Not/Unknown if Distracted,TX,2017
48,482006,96,Not/Unknown if Distracted,TX,2017
48,482007,96,Not/Unknown if Distracted,TX,2017
48,482008,96,Not/Unknown if Distracted,TX,2017
48,482008,96,Not/Unknown if Distracted,TX,2017
48,482008,96,Not/Unknown if Distracted,TX,2017
48,482009,10,Object in Vehicle,TX,2017
48,482010,96,Not/Unknown if Distracted,TX,2017
48,482010,96,Not/Unknown if Distracted,TX,2017
48,482010,96,Not/Unknown if Distracted,TX,2017
48,482011,0,Not/Unknown if Distracted,TX,2017
48,482012,96,Not/Unknown if Distracted,TX,2017
48,482013,0,Not/Unknown if Distracted,TX,2017
48,482014,0,Not/Unknown if Distracted,TX,2017
48,482014,0,Not/Unknown if Distracted,TX,2017
48,482015,0,Not/Unknown if Distracted,TX,2017
48,482016,0,Not/Unknown if Distracted,TX,2017
48,482016,0,Not/Unknown if Distracted,TX,2017
48,482017,0,Not/Unknown if Distracted,TX,2017
48,482017,0,Not/Unknown if Distracted,TX,2017
48,482018,0,Not/Unknown if Distracted,TX,2017
48,482018,0,Not/Unknown if Distracted,TX,2017
48,482019,96,Not/Unknown if Distracted,TX,2017
48,482020,0,Not/Unknown if Distracted,TX,2017
48,482020,0,Not/Unknown if Distracted,TX,2017
48,482021,0,Not/Unknown if Distracted,TX,2017
48,482022,0,Not/Unknown if Distracted,TX,2017
48,482024,0,Not/Unknown if Distracted,TX,2017
48,482024,0,Not/Unknown if Distracted,TX,2017
48,482025,0,Not/Unknown if Distracted,TX,2017
48,482026,0,Not/Unknown if Distracted,TX,2017
48,482027,96,Not/Unknown if Distracted,TX,2017
48,482028,0,Not/Unknown if Distracted,TX,2017
48,482028,0,Not/Unknown if Distracted,TX,2017
48,482028,0,Not/Unknown if Distracted,TX,2017
48,482029,0,Not/Unknown if Distracted,TX,2017
48,482030,0,Not/Unknown if Distracted,TX,2017
48,482031,96,Not/Unknown if Distracted,TX,2017
48,482032,0,Not/Unknown if Distracted,TX,2017
48,482033,0,Not/Unknown if Distracted,TX,2017
48,482034,0,Not/Unknown if Distracted,TX,2017
48,482034,0,Not/Unknown if Distracted,TX,2017
48,482036,0,Not/Unknown if Distracted,TX,2017
48,482037,0,Not/Unknown if Distracted,TX,2017
48,482037,0,Not/Unknown if Distracted,TX,2017
48,482038,0,Not/Unknown if Distracted,TX,2017
48,482039,0,Not/Unknown if Distracted,TX,2017
48,482040,0,Not/Unknown if Distracted,TX,2017
48,482041,96,Not/Unknown if Distracted,TX,2017
48,482042,96,Not/Unknown if Distracted,TX,2017
48,482042,96,Not/Unknown if Distracted,TX,2017
48,482043,96,Not/Unknown if Distracted,TX,2017
48,482043,96,Not/Unknown if Distracted,TX,2017
48,482044,96,Not/Unknown if Distracted,TX,2017
48,482045,96,Not/Unknown if Distracted,TX,2017
48,482045,96,Not/Unknown if Distracted,TX,2017
48,482046,96,Not/Unknown if Distracted,TX,2017
48,482046,96,Not/Unknown if Distracted,TX,2017
48,482047,96,Not/Unknown if Distracted,TX,2017
48,482047,96,Not/Unknown if Distracted,TX,2017
48,482048,96,Not/Unknown if Distracted,TX,2017
48,482049,96,Not/Unknown if Distracted,TX,2017
48,482049,96,Not/Unknown if Distracted,TX,2017
48,482050,96,Not/Unknown if Distracted,TX,2017
48,482051,0,Not/Unknown if Distracted,TX,2017
48,482052,96,Not/Unknown if Distracted,TX,2017
48,482053,99,Not/Unknown if Distracted,TX,2017
48,482054,0,Not/Unknown if Distracted,TX,2017
48,482054,0,Not/Unknown if Distracted,TX,2017
48,482055,96,Not/Unknown if Distracted,TX,2017
48,482056,96,Not/Unknown if Distracted,TX,2017
48,482056,96,Not/Unknown if Distracted,TX,2017
48,482056,96,Not/Unknown if Distracted,TX,2017
48,482056,96,Not/Unknown if Distracted,TX,2017
48,482057,96,Not/Unknown if Distracted,TX,2017
48,482057,0,Not/Unknown if Distracted,TX,2017
48,482058,96,Not/Unknown if Distracted,TX,2017
48,482059,0,Not/Unknown if Distracted,TX,2017
48,482060,99,Not/Unknown if Distracted,TX,2017
48,482061,96,Not/Unknown if Distracted,TX,2017
48,482061,96,Not/Unknown if Distracted,TX,2017
48,482062,96,Not/Unknown if Distracted,TX,2017
48,482063,96,Not/Unknown if Distracted,TX,2017
48,482063,96,Not/Unknown if Distracted,TX,2017
48,482064,96,Not/Unknown if Distracted,TX,2017
48,482064,96,Not/Unknown if Distracted,TX,2017
48,482065,96,Not/Unknown if Distracted,TX,2017
48,482065,16,Not/Unknown if Distracted,TX,2017
48,482065,16,Not/Unknown if Distracted,TX,2017
48,482066,99,Not/Unknown if Distracted,TX,2017
48,482067,96,Not/Unknown if Distracted,TX,2017
48,482067,96,Not/Unknown if Distracted,TX,2017
48,482067,96,Not/Unknown if Distracted,TX,2017
48,482068,98,Distracted Unspecified,TX,2017
48,482068,16,Not/Unknown if Distracted,TX,2017
48,482069,96,Not/Unknown if Distracted,TX,2017
48,482070,96,Not/Unknown if Distracted,TX,2017
48,482071,96,Not/Unknown if Distracted,TX,2017
48,482071,96,Not/Unknown if Distracted,TX,2017
48,482072,96,Not/Unknown if Distracted,TX,2017
48,482072,96,Not/Unknown if Distracted,TX,2017
48,482073,96,Not/Unknown if Distracted,TX,2017
48,482073,96,Not/Unknown if Distracted,TX,2017
48,482074,96,Not/Unknown if Distracted,TX,2017
48,482074,96,Not/Unknown if Distracted,TX,2017
48,482074,96,Not/Unknown if Distracted,TX,2017
48,482075,96,Not/Unknown if Distracted,TX,2017
48,482075,96,Not/Unknown if Distracted,TX,2017
48,482076,16,Not/Unknown if Distracted,TX,2017
48,482076,96,Not/Unknown if Distracted,TX,2017
48,482077,96,Not/Unknown if Distracted,TX,2017
48,482078,96,Not/Unknown if Distracted,TX,2017
48,482079,96,Not/Unknown if Distracted,TX,2017
48,482080,96,Not/Unknown if Distracted,TX,2017
48,482080,96,Not/Unknown if Distracted,TX,2017
48,482081,96,Not/Unknown if Distracted,TX,2017
48,482082,96,Not/Unknown if Distracted,TX,2017
48,482083,96,Not/Unknown if Distracted,TX,2017
48,482083,96,Not/Unknown if Distracted,TX,2017
48,482084,96,Not/Unknown if Distracted,TX,2017
48,482085,6,Cell Phone,TX,2017
48,482085,96,Not/Unknown if Distracted,TX,2017
48,482086,93,Distracted Unspecified,TX,2017
48,482086,96,Not/Unknown if Distracted,TX,2017
48,482087,96,Not/Unknown if Distracted,TX,2017
48,482088,96,Not/Unknown if Distracted,TX,2017
48,482088,96,Not/Unknown if Distracted,TX,2017
48,482089,96,Not/Unknown if Distracted,TX,2017
48,482089,96,Not/Unknown if Distracted,TX,2017
48,482090,6,Cell Phone,TX,2017
48,482091,96,Not/Unknown if Distracted,TX,2017
48,482092,96,Not/Unknown if Distracted,TX,2017
48,482092,96,Not/Unknown if Distracted,TX,2017
48,482093,96,Not/Unknown if Distracted,TX,2017
48,482093,96,Not/Unknown if Distracted,TX,2017
48,482094,96,Not/Unknown if Distracted,TX,2017
48,482094,96,Not/Unknown if Distracted,TX,2017
48,482095,96,Not/Unknown if Distracted,TX,2017
48,482096,96,Not/Unknown if Distracted,TX,2017
48,482097,96,Not/Unknown if Distracted,TX,2017
48,482097,96,Not/Unknown if Distracted,TX,2017
48,482097,96,Not/Unknown if Distracted,TX,2017
48,482098,96,Not/Unknown if Distracted,TX,2017
48,482098,96,Not/Unknown if Distracted,TX,2017
48,482099,96,Not/Unknown if Distracted,TX,2017
48,482099,96,Not/Unknown if Distracted,TX,2017
48,482100,96,Not/Unknown if Distracted,TX,2017
48,482101,96,Not/Unknown if Distracted,TX,2017
48,482103,96,Not/Unknown if Distracted,TX,2017
48,482103,96,Not/Unknown if Distracted,TX,2017
48,482104,96,Not/Unknown if Distracted,TX,2017
48,482104,96,Not/Unknown if Distracted,TX,2017
48,482105,96,Not/Unknown if Distracted,TX,2017
48,482105,96,Not/Unknown if Distracted,TX,2017
48,482106,96,Not/Unknown if Distracted,TX,2017
48,482106,96,Not/Unknown if Distracted,TX,2017
48,482106,96,Not/Unknown if Distracted,TX,2017
48,482106,96,Not/Unknown if Distracted,TX,2017
48,482107,96,Not/Unknown if Distracted,TX,2017
48,482108,96,Not/Unknown if Distracted,TX,2017
48,482108,96,Not/Unknown if Distracted,TX,2017
48,482109,96,Not/Unknown if Distracted,TX,2017
48,482109,92,Distracted Unspecified,TX,2017
48,482110,96,Not/Unknown if Distracted,TX,2017
48,482110,96,Not/Unknown if Distracted,TX,2017
48,482111,96,Not/Unknown if Distracted,TX,2017
48,482112,99,Not/Unknown if Distracted,TX,2017
48,482113,96,Not/Unknown if Distracted,TX,2017
48,482114,96,Not/Unknown if Distracted,TX,2017
48,482115,96,Not/Unknown if Distracted,TX,2017
48,482115,96,Not/Unknown if Distracted,TX,2017
48,482116,96,Not/Unknown if Distracted,TX,2017
48,482117,93,Distracted Unspecified,TX,2017
48,482118,96,Not/Unknown if Distracted,TX,2017
48,482118,96,Not/Unknown if Distracted,TX,2017
48,482119,96,Not/Unknown if Distracted,TX,2017
48,482120,96,Not/Unknown if Distracted,TX,2017
48,482121,93,Distracted Unspecified,TX,2017
48,482122,96,Not/Unknown if Distracted,TX,2017
48,482122,96,Not/Unknown if Distracted,TX,2017
48,482123,96,Not/Unknown if Distracted,TX,2017
48,482123,96,Not/Unknown if Distracted,TX,2017
48,482124,96,Not/Unknown if Distracted,TX,2017
48,482124,96,Not/Unknown if Distracted,TX,2017
48,482125,96,Not/Unknown if Distracted,TX,2017
48,482126,96,Not/Unknown if Distracted,TX,2017
48,482127,96,Not/Unknown if Distracted,TX,2017
48,482127,96,Not/Unknown if Distracted,TX,2017
