state,state_case,imparement_num,imparement_desc,state_name,year
1,10001,0,None,AL,2012
1,10002,0,None,AL,2012
1,10003,0,None,AL,2012
1,10004,0,None,AL,2012
1,10004,0,None,AL,2012
1,10005,1,Illness,AL,2012
1,10006,0,None,AL,2012
1,10006,0,None,AL,2012
1,10007,99,Unknown,AL,2012
1,10008,2,Fatigued,AL,2012
1,10009,0,None,AL,2012
1,10009,95,Unknown,AL,2012
1,10010,0,None,AL,2012
1,10011,99,Unknown,AL,2012
1,10012,0,None,AL,2012
1,10013,0,None,AL,2012
1,10014,99,Unknown,AL,2012
1,10015,99,Unknown,AL,2012
1,10015,0,None,AL,2012
1,10016,99,Unknown,AL,2012
1,10017,0,None,AL,2012
1,10018,0,None,AL,2012
1,10018,0,None,AL,2012
1,10019,9,Legal and Illegal Drugs and Alchol,AL,2012
1,10020,0,None,AL,2012
1,10021,0,None,AL,2012
1,10022,9,Legal and Illegal Drugs and Alchol,AL,2012
1,10023,0,None,AL,2012
1,10024,0,None,AL,2012
1,10025,99,Unknown,AL,2012
1,10026,99,Unknown,AL,2012
1,10027,99,Unknown,AL,2012
1,10028,0,None,AL,2012
1,10028,0,None,AL,2012
1,10029,0,None,AL,2012
1,10029,0,None,AL,2012
1,10030,9,Legal and Illegal Drugs and Alchol,AL,2012
1,10031,99,Unknown,AL,2012
1,10032,99,Unknown,AL,2012
1,10032,0,None,AL,2012
1,10033,0,None,AL,2012
1,10034,99,Unknown,AL,2012
1,10035,0,None,AL,2012
1,10036,0,None,AL,2012
1,10037,99,Unknown,AL,2012
1,10038,0,None,AL,2012
1,10039,9,Legal and Illegal Drugs and Alchol,AL,2012
1,10040,0,None,AL,2012
1,10040,0,None,AL,2012
1,10041,99,Unknown,AL,2012
1,10041,0,None,AL,2012
1,10042,0,None,AL,2012
1,10043,9,Legal and Illegal Drugs and Alchol,AL,2012
1,10044,0,None,AL,2012
1,10045,99,Unknown,AL,2012
1,10045,0,None,AL,2012
1,10046,99,Unknown,AL,2012
1,10046,0,None,AL,2012
1,10047,0,None,AL,2012
1,10048,0,None,AL,2012
1,10049,99,Unknown,AL,2012
1,10050,0,None,AL,2012
1,10050,0,None,AL,2012
1,10051,99,Unknown,AL,2012
1,10052,99,Unknown,AL,2012
1,10053,0,None,AL,2012
1,10054,99,Unknown,AL,2012
1,10054,9,Legal and Illegal Drugs and Alchol,AL,2012
1,10055,0,None,AL,2012
1,10056,0,None,AL,2012
1,10056,0,None,AL,2012
1,10057,0,None,AL,2012
1,10057,0,None,AL,2012
1,10058,0,None,AL,2012
1,10058,0,None,AL,2012
1,10059,0,None,AL,2012
1,10059,0,None,AL,2012
1,10060,99,Unknown,AL,2012
1,10061,2,Fatigued,AL,2012
1,10063,9,Legal and Illegal Drugs and Alchol,AL,2012
1,10064,0,None,AL,2012
1,10064,0,None,AL,2012
1,10065,99,Unknown,AL,2012
1,10066,0,None,AL,2012
1,10066,0,None,AL,2012
1,10067,0,None,AL,2012
1,10068,10,Physical Imparement,AL,2012
1,10068,0,None,AL,2012
1,10069,0,None,AL,2012
1,10070,0,None,AL,2012
1,10071,0,None,AL,2012
1,10071,0,None,AL,2012
1,10072,99,Unknown,AL,2012
1,10073,99,Unknown,AL,2012
