state,state_case,veh_crash,pedestrians,motorists_involved,rural_urban,latitude,longitude,fatalities,drunk_drivers,state_name,city_name,lighting_name,city,day,month,year,hour,minute,light_conditions
1,10001,1,0,8,1,33.79196389,-86.3837,2,0,AL,Unknown,Dark Not Lighted,0,6,1,2013,0,55,2
1,10002,2,0,2,1,33.98466111,-85.8883,1,0,AL,HOKES BLUFF,Dark Lighted,1670,3,1,2013,21,24,3
1,10003,1,0,1,2,34.74946667,-86.6215,1,0,AL,HUNTSVILLE,Daylight,1730,6,1,2013,11,45,1
1,10004,1,0,3,2,33.48591389,-86.85700000000001,2,0,AL,BIRMINGHAM,Daylight,350,6,1,2013,12,25,1
1,10005,2,0,3,2,33.16855556,-87.5518,1,0,AL,TUSCALOOSA,Dark Lighted,3050,6,1,2013,18,28,3
1,10006,2,0,3,2,30.66167778,-88.1079,1,0,AL,MOBILE,Daylight,2100,8,1,2013,14,31,1
1,10007,1,0,1,1,34.27086944,-86.2207,1,0,AL,ALBERTVILLE,Dark Lighted,50,11,1,2013,21,30,3
1,10008,2,0,2,1,34.56107222,-85.7999,1,0,AL,SYLVANIA,Daylight,2904,14,1,2013,14,49,1
1,10009,1,0,1,1,33.01001944,-85.2914,1,1,AL,Unknown,Daylight,0,5,1,2013,16,21,1
1,10010,2,0,4,1,32.577275,-85.9706,1,0,AL,Unknown,Dark Lighted,0,5,1,2013,17,34,3
1,10011,2,0,3,1,32.60146111,-86.4643,1,1,AL,Unknown,Dark Lighted,0,5,1,2013,23,29,3
1,10012,1,1,1,1,34.0154,-86.5775,1,0,AL,CLEVELAND,Dark Lighted,715,7,1,2013,5,44,3
1,10013,1,0,2,1,34.05400556,-86.8664,1,0,AL,Unknown,Daylight,9997,7,1,2013,7,20,1
1,10014,1,0,1,1,34.40834722,-86.4579,1,0,AL,Unknown,Daylight,0,7,1,2013,16,5,1
1,10015,1,0,1,1,33.89639444,-86.1108,1,1,AL,Unknown,Dark Lighted,0,9,1,2013,20,0,3
1,10016,2,0,3,1,34.37740278,-85.6131,1,0,AL,Unknown,Dark Lighted,0,10,1,2013,17,55,3
1,10017,2,0,2,1,33.11385278,-87.2176,1,0,AL,Unknown,Daylight,0,10,1,2013,5,50,1
1,10018,2,0,2,2,32.61271667,-85.3563,1,0,AL,OPELIKA,Daylight,2340,11,1,2013,10,21,1
1,10019,1,0,1,2,34.745875,-86.6085,1,0,AL,HUNTSVILLE,Dark Lighted,1730,13,1,2013,6,11,3
1,10020,1,0,1,1,32.94323333,-86.5877,1,1,AL,Unknown,Dark Lighted,0,14,1,2013,21,5,3
1,10021,1,0,1,1,31.09600833,-85.3109,1,1,AL,Unknown,Dark Lighted,0,15,1,2013,0,5,3
1,10022,1,0,1,1,32.07763611,-86.0632,1,0,AL,Unknown,Daylight,0,15,1,2013,10,35,1
1,10023,1,0,1,1,32.88518333,-88.0553,1,0,AL,Unknown,Dark Lighted,0,16,1,2013,18,30,3
1,10024,2,0,3,1,33.20557222,-86.7375,1,0,AL,Unknown,Daylight,0,16,1,2013,11,20,1
1,10025,1,0,1,1,34.81996389,-87.9617,1,0,AL,Unknown,Dark Lighted,0,17,1,2013,5,50,3
1,10026,2,0,3,1,33.1775,-86.8633,1,0,AL,Unknown,Daylight,0,19,1,2013,14,40,1
1,10027,1,0,1,1,32.30388889,-86.8606,1,1,AL,Unknown,Dark Lighted,0,19,1,2013,22,45,3
1,10028,1,0,1,1,32.90617778,-85.90100000000001,1,0,AL,ALEXANDER CITY,Daylight,60,28,1,2013,11,37,1
1,10029,2,1,2,2,34.7443,-87.6352,1,0,AL,MUSCLE SHOALS,Dark Lighted,2190,3,1,2013,20,14,3
1,10030,3,0,7,2,32.3273,-86.3347,1,0,AL,MONTGOMERY,Dark Lighted,2130,8,1,2013,22,22,3
1,10031,1,0,2,2,34.82805833,-86.6181,1,1,AL,HUNTSVILLE,Dark Lighted,1730,12,1,2013,1,23,3
1,10032,1,0,1,1,32.12609167,-87.3096,1,1,AL,Unknown,Dark Lighted,0,18,1,2013,22,45,3
1,10033,1,0,2,1,32.53877778,-86.4723,2,0,AL,Unknown,Dark Lighted,0,19,1,2013,1,25,3
1,10034,3,0,3,1,31.37618333,-85.8713,1,0,AL,Unknown,Daylight,0,19,1,2013,12,45,1
1,10035,1,0,1,1,33.43004167,-86.4007,1,1,AL,Unknown,Dark Lighted,0,20,1,2013,19,45,3
1,10036,1,0,1,1,32.47368333,-85.1442,1,0,AL,Unknown,Dark Lighted,0,21,1,2013,2,35,3
1,10037,2,0,2,1,33.21994722,-87.4405,1,0,AL,Unknown,Dark Lighted,0,22,1,2013,19,15,3
1,10038,2,1,3,2,34.73663333,-86.6083,1,0,AL,HUNTSVILLE,Dark Lighted,1730,23,1,2013,18,21,3
1,10039,2,0,2,2,32.45165,-86.4679,1,1,AL,PRATTVILLE,Dark Lighted,2540,25,1,2013,1,0,3
1,10040,1,0,1,1,32.16895833,-86.4984,1,1,AL,Unknown,Daylight,0,26,1,2013,13,15,1
1,10041,2,0,3,1,34.62301944,-85.8955,2,2,AL,Unknown,Daylight,0,25,1,2013,11,0,1
