state,state_case,veh_crash,pedestrians,motorists_involved,rural_urban,latitude,longitude,fatalities,drunk_drivers,state_name,city_name,lighting_name,city,day,month,year,hour,minute,light_conditions
1,10001,1,0,1,2,33.42645833,-86.8197,1,1,AL,HOOVER,Daylight,1716,1,1,2016,9,25,1
1,10002,1,0,2,2,33.40030556,-86.7872,1,1,AL,HOOVER,Dark Lighted,1716,10,1,2016,19,59,3
1,10003,2,0,1,2,33.64924444,-86.6073,1,0,AL,Unknown,Dark Lighted,0,1,1,2016,2,20,3
1,10004,1,0,1,2,33.42995556,-86.8222,1,1,AL,Unknown,Dark Lighted,0,17,1,2016,21,45,3
1,10005,1,0,1,2,33.41205,-86.8056,1,0,AL,VESTAVIA HILLS,Dark Lighted,3125,26,1,2016,20,7,3
1,10006,1,0,1,1,31.72063333,-85.96,1,0,AL,Unknown,Dark Not Lighted,0,1,1,2016,1,10,2
1,10007,1,0,1,1,33.14415,-86.7928,1,0,AL,CALERA,Dark Not Lighted,530,1,1,2016,23,34,2
1,10008,1,0,1,1,34.96508056,-87.0148,1,1,AL,Unknown,Dark Not Lighted,0,4,1,2016,17,30,2
1,10009,2,0,4,1,34.50008611,-86.8537,2,0,AL,PRICEVILLE,Dark Not Lighted,2545,4,1,2016,5,37,2
1,10010,1,0,2,1,31.31075,-85.2521,2,1,AL,Unknown,Daylight,0,5,1,2016,15,18,1
1,10011,2,0,2,2,33.53113611,-86.7578,1,0,AL,BIRMINGHAM,Daylight,350,6,1,2016,8,4,1
1,10012,1,0,2,1,34.124425,-88.0447,1,0,AL,HAMILTON,Daylight,1540,6,1,2016,14,20,1
1,10013,1,2,1,1,33.96818889,-86.1208,1,0,AL,Unknown,Dusk,0,7,1,2016,16,55,5
1,10014,2,0,5,2,30.62527222,-88.0879,1,1,AL,MOBILE,Dark Lighted,2100,8,1,2016,0,35,3
1,10015,2,0,3,1,33.56590278,-85.9399,1,1,AL,Unknown,Daylight,0,8,1,2016,7,25,1
1,10016,1,0,1,1,33.15789167,-86.3779,1,1,AL,Unknown,Dark Not Lighted,0,9,1,2016,4,30,2
1,10017,1,0,1,1,34.437675,-85.9871,1,1,AL,Unknown,Dark Not Lighted,0,11,1,2016,19,43,2
1,10018,1,0,1,1,34.56575,-86.0371,1,0,AL,Unknown,Daylight,0,13,1,2016,8,0,1
1,10019,1,0,7,1,34.51645556,-86.5936,1,0,AL,Unknown,Daylight,0,13,1,2016,16,35,1
1,10020,3,0,8,1,32.80048889,-85.645,4,2,AL,CAMP HILL,Dark Not Lighted,550,10,1,2016,1,20,2
1,10021,2,0,3,1,34.41686944,-87.1615,1,0,AL,Unknown,Daylight,0,13,1,2016,7,30,1
1,10022,4,0,2,2,33.51363889,-86.7924,1,0,AL,BIRMINGHAM,Daylight,350,14,1,2016,10,35,1
1,10023,1,0,2,1,34.87481944,-86.9807,2,0,AL,Unknown,Dark Not Lighted,9997,14,1,2016,4,35,2
1,10024,2,1,3,1,32.42207778,-87.0331,1,0,AL,SELMA,Daylight,2760,14,1,2016,13,45,1
1,10025,2,0,4,1,33.88647222,-85.9167,1,1,AL,Unknown,Dark Not Lighted,0,15,1,2016,21,45,2
1,10026,3,0,5,2,34.71243611,-86.671,1,0,AL,HUNTSVILLE,Daylight,1730,15,1,2016,12,43,1
1,10027,1,0,1,2,30.65030833,-88.10799999999999,1,1,AL,MOBILE,Dark Lighted,2100,15,1,2016,20,9,3
1,10028,1,0,2,1,34.04243333,-86.1538,2,0,AL,Unknown,Daylight,0,15,1,2016,14,35,1
1,10029,2,0,2,1,33.09165833,-85.7791,1,0,AL,Unknown,Daylight,0,14,1,2016,11,54,1
1,10030,1,0,3,2,34.74736111,-87.6804,1,0,AL,SHEFFIELD,Dark Lighted,2780,10,1,2016,4,23,3
