state,state_case,person_num,age,sex,injury_severity,alc_involved,alc_test_result,drugs,drug_num,doa,state_name,drug_desc,year
1,10001,1,28,2,3,0,96,0,0,0,AL,Not Reported,2013
1,10001,2,28,1,3,8,96,8,0,0,AL,Not Reported,2013
1,10001,3,27,1,4,8,96,8,0,7,AL,Not Reported,2013
1,10001,4,999,1,3,8,96,8,0,0,AL,Not Reported,2013
1,10001,5,47,2,3,8,96,8,0,0,AL,Not Reported,2013
1,10001,6,0,2,4,8,96,8,0,0,AL,Not Reported,2013
1,10001,7,998,2,2,8,96,8,0,0,AL,Not Reported,2013
1,10001,8,3,1,2,8,96,8,0,0,AL,Not Reported,2013
1,10002,1,40,1,0,0,96,0,0,0,AL,Not Reported,2013
1,10002,1,67,1,4,0,96,0,0,0,AL,Not Reported,2013
1,10003,1,64,1,4,9,0,9,1,0,AL,No Drugs,2013
1,10004,1,21,1,3,0,96,9,0,0,AL,Not Reported,2013
1,10004,2,21,2,4,8,96,8,0,7,AL,Not Reported,2013
1,10004,3,3,1,4,8,96,8,0,7,AL,Not Reported,2013
1,10005,1,59,1,0,0,96,0,0,0,AL,Not Reported,2013
1,10005,1,54,1,3,0,96,0,0,0,AL,Not Reported,2013
1,10005,2,47,2,4,8,96,8,0,0,AL,Not Reported,2013
1,10006,1,20,1,0,8,96,8,0,0,AL,Not Reported,2013
1,10006,1,83,1,4,8,96,8,0,0,AL,Not Reported,2013
1,10006,2,69,2,0,8,96,8,0,0,AL,Not Reported,2013
1,10007,1,45,2,4,8,96,8,0,7,AL,Not Reported,2013
1,10008,1,45,1,1,0,0,0,300,0,AL,Depressant,2013
1,10008,1,28,2,4,0,0,0,423,7,AL,Stimulant,2013
1,10009,1,44,1,4,1,97,0,0,7,AL,Not Reported,2013
1,10010,1,49,1,4,0,0,0,1,7,AL,No Drugs,2013
1,10010,2,44,2,0,8,96,8,0,0,AL,Not Reported,2013
1,10010,1,22,1,0,0,96,0,0,0,AL,Not Reported,2013
1,10010,2,44,2,2,8,96,8,0,0,AL,Not Reported,2013
1,10011,1,55,1,4,1,11,0,155,0,AL,Narcotic,2013
1,10011,1,20,1,3,0,0,0,177,0,AL,Narcotic,2013
1,10011,2,20,1,3,8,96,8,0,0,AL,Not Reported,2013
