state,state_case,veh_crash,pedestrians,motorists_involved,rural_urban,latitude,longitude,fatalities,drunk_drivers,state_name,city_name,lighting_name,city,day,month,year,hour,minute,light_conditions
1,10001,1,0,2,1,34.62372222,-85.9814,1,1,AL,Unknown,Dark Not Lighted,0,1,1,2014,1,15,2
1,10002,1,0,1,1,34.39742778,-87.7721,1,1,AL,Unknown,Daylight,0,1,1,2014,13,30,1
1,10003,2,0,7,2,33.19717222,-87.5259,2,0,AL,TUSCALOOSA,Dark Lighted,3050,1,1,2014,3,7,3
1,10004,3,0,5,2,33.19638333,-86.3078,1,0,AL,OAK GROVE,Daylight,2275,2,1,2014,9,0,1
1,10005,1,0,1,1,34.18018889,-86.7846,1,0,AL,Unknown,Daylight,0,2,1,2014,16,30,1
1,10006,1,0,1,1,31.42733056,-87.3868,1,0,AL,Unknown,Dark Not Lighted,0,3,1,2014,2,0,2
1,10007,3,0,2,2,30.66011389,-88.0702,1,1,AL,MOBILE,Dark Lighted,2100,3,1,2014,18,40,3
1,10008,2,0,4,1,31.93017778,-86.5713,1,0,AL,Unknown,Dawn,0,4,1,2014,6,20,4
1,10009,3,0,5,1,33.75402778,-87.0611,1,0,AL,DORA,Daylight,920,4,1,2014,15,39,1
1,10010,2,0,6,2,32.42774167,-86.2697,2,0,AL,MONTGOMERY,Dark Lighted,2130,6,1,2014,17,56,3
1,10011,1,0,1,1,34.8311,-86.8913,1,0,AL,Unknown,Daylight,0,8,1,2014,8,48,1
1,10012,2,0,1,2,30.6824,-88.2254,1,1,AL,MOBILE,Daylight,2100,8,1,2014,12,34,1
1,10013,1,0,1,1,31.18008889,-87.4383,1,1,AL,Unknown,Daylight,0,8,1,2014,15,47,1
1,10014,1,0,1,1,34.14506667,-86.766,1,1,AL,Unknown,Daylight,0,9,1,2014,6,0,1
1,10015,2,1,2,2,33.64666111,-85.6567,2,0,AL,Unknown,Dark Not Lighted,0,8,1,2014,21,31,2
1,10016,1,0,7,1,33.08283611,-87.2003,1,0,AL,Unknown,Daylight,0,10,1,2014,16,15,1
1,10017,2,0,3,1,34.23804722,-86.7076,1,0,AL,Unknown,Dark Not Lighted,0,10,1,2014,17,15,2
1,10018,1,0,1,1,31.52903333,-85.2003,1,0,AL,Unknown,Daylight,0,10,1,2014,18,10,1
1,10019,1,0,1,1,30.74886667,-88.3703,1,0,AL,MOBILE,Dark Not Lighted,2100,10,1,2014,21,40,2
1,10020,1,0,2,2,34.73530556,-86.5963,1,1,AL,HUNTSVILLE,Dark Lighted,1730,11,1,2014,3,32,3
1,10021,1,1,2,2,32.64859722,-85.4072,1,0,AL,OPELIKA,Dark Not Lighted,2340,11,1,2014,20,23,2
1,10022,1,0,1,1,31.36858056,-85.6,1,0,AL,NEWTON,Daylight,2230,2,1,2014,13,12,1
1,10023,2,0,3,1,34.59374722,-85.6402,1,0,AL,HAMMONDVILLE,Daylight,1550,3,1,2014,13,30,1
1,10024,2,0,2,1,32.002525,-87.596,1,1,AL,PINE HILL,Dark Not Lighted,2490,7,1,2014,18,15,2
1,10025,3,0,4,2,34.47749444,-87.743,1,0,AL,RUSSELLVILLE,Dark Lighted,2690,8,1,2014,17,43,3
1,10026,1,0,1,2,32.65222222,-85.3468,1,0,AL,OPELIKA,Daylight,2340,9,1,2014,10,32,1
1,10027,2,0,4,1,33.30194444,-87.6278,1,1,AL,Unknown,Dark Not Lighted,0,9,1,2014,18,30,2
1,10028,1,0,1,1,31.26273333,-86.3598,1,0,AL,Unknown,Daylight,0,10,1,2014,7,10,1
1,10029,3,0,11,2,33.50629167,-86.8491,1,0,AL,BIRMINGHAM,Dark Not Lighted,350,11,1,2014,2,15,2
1,10030,1,0,1,1,34.95873333,-86.4173,1,1,AL,Unknown,Daylight,0,13,1,2014,13,20,1
1,10031,2,0,2,1,31.28079444,-86.2224,1,0,AL,OPP,Daylight,2350,14,1,2014,10,9,1
1,10032,1,0,1,2,31.71496111,-85.6996,1,1,AL,Unknown,Dark Not Lighted,0,15,1,2014,2,40,2
1,10033,2,0,4,1,33.05856944,-87.5118,1,0,AL,Unknown,Dark Not Lighted,0,15,1,2014,22,50,2
1,10034,1,0,1,1,32.24401389,-85.1155,1,1,AL,Unknown,Dark Not Lighted,0,17,1,2014,19,16,2
1,10035,2,0,4,1,33.31394167,-85.6147,1,0,AL,Unknown,Daylight,0,18,1,2014,14,10,1
1,10036,1,0,2,1,30.96759722,-87.759,1,1,AL,Unknown,Dark Not Lighted,0,18,1,2014,22,5,2
1,10037,2,0,3,2,33.54454722,-86.74,1,0,AL,BIRMINGHAM,Daylight,350,19,1,2014,11,12,1
1,10038,1,0,1,1,34.45028333,-85.7353,1,0,AL,Unknown,Dark Not Lighted,0,20,1,2014,0,15,2
1,10039,4,0,4,1,31.98539167,-86.5365,1,0,AL,FORT DEPOSIT,Daylight,1220,20,1,2014,16,55,1
1,10040,1,0,2,2,34.719975,-86.5853,1,0,AL,HUNTSVILLE,Daylight,1730,25,1,2014,9,3,1
1,10041,1,1,1,1,34.19474722,-88.1265,1,0,AL,Unknown,Dark Not Lighted,0,26,1,2014,19,55,2
1,10042,4,0,9,1,32.54133056,-86.2693,2,0,AL,Unknown,Dawn,0,28,1,2014,7,55,4
1,10043,1,0,5,1,33.17968611,-87.4111,3,0,AL,Unknown,Daylight,0,28,1,2014,11,35,1
1,10044,2,0,2,1,34.87885556,-86.5682,1,0,AL,Unknown,Daylight,0,29,1,2014,11,55,1
1,10045,1,0,1,1,34.262775,-85.8264,1,1,AL,Unknown,Daylight,0,30,1,2014,7,15,1
1,10046,2,0,3,1,34.19471667,-86.9821,1,0,AL,Unknown,Daylight,0,30,1,2014,10,51,1
1,10047,1,0,1,1,32.67191111,-86.7862,1,0,AL,Unknown,Dark Not Lighted,0,30,1,2014,5,0,2
1,10048,3,0,3,1,32.831275,-86.7126,1,0,AL,Unknown,Daylight,0,30,1,2014,13,40,1
1,10049,1,0,1,1,32.07518889,-85.6845,1,1,AL,Unknown,Dark Not Lighted,0,30,1,2014,17,20,2
1,10050,1,0,1,1,32.59298611,-85.5672,1,1,AL,Unknown,Dark Unknown Lighting,0,30,1,2014,21,52,6
1,10051,2,0,3,1,34.51612222,-87.2062,2,0,AL,Unknown,Daylight,0,31,1,2014,7,10,1
1,10052,1,0,1,2,32.01590833,-85.0897,1,0,AL,EUFAULA,Dark Not Lighted,1050,9,1,2014,23,45,2
1,10053,2,0,2,2,34.63373056,-86.5387,1,0,AL,HUNTSVILLE,Daylight,1730,14,1,2014,6,59,1
1,10054,1,0,1,2,33.12335556,-86.7054,1,0,AL,CALERA,Daylight,530,23,1,2014,12,14,1
1,10055,1,2,1,1,30.24939167,-87.7959,1,1,AL,GULF SHORES,Daylight,1493,17,1,2014,14,3,1
1,10056,1,0,1,1,32.87214444,-88.1074,1,0,AL,Unknown,Daylight,0,17,1,2014,15,15,1
1,10057,1,0,5,1,31.573675,-86.8496,1,0,AL,Unknown,Dark Not Lighted,0,26,1,2014,4,45,2
1,10058,5,0,6,2,33.52091389,-86.8486,1,0,AL,BIRMINGHAM,Daylight,350,27,1,2014,13,0,1
1,10059,2,0,2,1,32.80983333,-87.2635,1,0,AL,Unknown,Daylight,0,28,1,2014,11,5,1
1,10060,1,0,1,2,33.16004167,-87.5214,1,0,AL,TUSCALOOSA,Daylight,3050,31,1,2014,16,36,1
1,10061,1,1,6,2,30.70868889,-88.1925,1,0,AL,MOBILE,Dark Not Lighted,2100,25,1,2014,18,25,2
1,10062,1,0,1,1,31.54682778,-85.9814,1,0,AL,Unknown,Daylight,0,1,2,2014,13,35,1
1,10063,1,0,1,1,31.38656944,-85.8954,1,0,AL,Unknown,Dark Not Lighted,0,1,2,2014,0,1,2
1,10064,1,0,1,1,32.51675,-86.4338,1,0,AL,Unknown,Daylight,0,1,2,2014,7,20,1
1,10065,2,0,2,1,32.35276389,-85.0273,1,1,AL,Unknown,Dark Not Lighted,0,1,2,2014,23,45,2
1,10066,1,0,1,1,32.28255278,-87.4869,1,1,AL,Unknown,Daylight,0,3,2,2014,15,45,1
1,10067,3,0,4,1,33.73273889,-87.8102,3,1,AL,Unknown,Dark Lighted,0,2,2,2014,20,23,3
1,10068,2,0,2,1,34.9174,-86.4255,1,0,AL,Unknown,Daylight,0,3,2,2014,15,45,1
1,10069,2,0,2,1,34.65374722,-86.0624,1,0,AL,SCOTTSBORO,Daylight,2720,3,2,2014,10,53,1
1,10070,2,0,4,1,34.10569444,-85.5507,2,0,AL,Unknown,Daylight,0,4,2,2014,12,14,1
1,10071,1,1,1,1,30.85288611,-88.0742,1,0,AL,SATSUMA,Daylight,2716,4,2,2014,13,20,1
1,10072,1,2,1,2,33.33511111,-86.7833,1,0,AL,PELHAM,Dark Lighted,2405,4,2,2014,18,2,3
1,10073,2,0,2,1,32.90754167,-86.0046,1,0,AL,Unknown,Daylight,0,4,2,2014,8,45,1
1,10074,1,1,1,2,33.16575556,-87.5506,1,0,AL,TUSCALOOSA,Dark Lighted,3050,5,2,2014,0,58,3
1,10075,2,0,2,2,34.78423889,-86.6615,1,0,AL,HUNTSVILLE,Dark Lighted,1730,5,2,2014,22,0,3
1,10076,1,0,1,2,32.41271667,-86.2757,1,1,AL,MONTGOMERY,Daylight,2130,5,2,2014,8,20,1
1,10077,1,0,1,1,32.54638889,-86.4543,1,1,AL,Unknown,Dark Not Lighted,0,8,2,2014,4,55,2
1,10078,1,0,1,1,32.27925556,-85.3847,1,1,AL,Unknown,Daylight,0,8,2,2014,15,46,1
1,10079,2,0,2,1,31.16600556,-87.7876,1,1,AL,Unknown,Dark Not Lighted,0,8,2,2014,18,50,2
1,10080,1,0,1,1,34.42932222,-87.1844,1,1,AL,Unknown,Daylight,0,9,2,2014,17,15,1
1,10081,2,2,3,1,32.59652778,-86.4777,2,0,AL,Unknown,Dark Not Lighted,0,9,2,2014,23,0,2
1,10082,1,1,1,1,33.03509444,-86.7234,1,0,AL,Unknown,Dusk,0,13,2,2014,17,0,5
1,10083,2,0,2,1,33.52215556,-87.4847,1,0,AL,Unknown,Dark Not Lighted,0,13,2,2014,18,0,2
1,10084,1,0,3,1,34.33486944,-87.0585,1,1,AL,Unknown,Dark Not Lighted,0,13,2,2014,21,30,2
1,10085,1,0,1,1,33.17149722,-86.8038,1,1,AL,Unknown,Daylight,0,15,2,2014,7,15,1
1,10086,1,0,1,1,34.26750556,-86.8209,1,1,AL,Unknown,Dark Not Lighted,0,17,2,2014,18,15,2
1,10087,2,1,2,2,33.56219722,-86.7345,1,0,AL,BIRMINGHAM,Daylight,350,18,2,2014,11,30,1
1,10088,1,0,1,2,32.34329722,-86.1148,1,1,AL,MONTGOMERY,Dark Not Lighted,2130,19,2,2014,20,35,2
1,10089,2,0,2,2,30.676125,-88.18,1,1,AL,MOBILE,Dark Lighted,2100,21,2,2014,3,19,3
1,10090,2,0,3,2,30.89243056,-88.0396,1,0,AL,CREOLA,Daylight,807,1,2,2014,16,49,1
1,10091,2,0,5,1,33.31273333,-85.4849,1,0,AL,WEDOWEE,Daylight,3230,5,2,2014,7,29,1
1,10092,3,1,5,2,32.46111111,-85.0017,1,0,AL,PHENIX CITY,Dark Lighted,2440,11,2,2014,20,57,3
1,10093,1,0,1,2,33.59625556,-85.8948,1,1,AL,OXFORD,Daylight,2370,16,2,2014,8,45,1
1,10094,1,0,1,2,30.62955556,-88.1166,1,1,AL,MOBILE,Dark Lighted,2100,23,2,2014,3,8,3
1,10095,3,0,3,2,33.63524167,-86.8063,1,0,AL,GARDENDALE,Dark Not Lighted,1315,3,1,2014,18,10,2
1,10096,1,1,3,1,32.59496944,-85.2188,1,0,AL,Unknown,Dark Not Lighted,0,8,2,2014,19,1,2
1,10097,1,0,1,1,32.37304722,-86.9941,1,1,AL,Unknown,Dark Not Lighted,0,13,2,2014,21,0,2
1,10098,3,0,6,1,30.80138611,-88.3331,3,1,AL,Unknown,Dark Not Lighted,0,15,2,2014,23,5,2
1,10099,1,0,4,2,32.284725,-86.1845,1,0,AL,Unknown,Dark Not Lighted,0,17,2,2014,21,50,2
1,10100,1,1,1,2,32.32633056,-86.3279,1,0,AL,MONTGOMERY,Dark Lighted,2130,17,2,2014,17,43,3
1,10101,2,0,1,1,32.6964,-85.26899999999999,1,0,AL,Unknown,Daylight,0,20,2,2014,13,30,1
1,10102,2,0,8,1,31.0069,-88.2336,1,1,AL,Unknown,Dusk,0,21,2,2014,18,10,5
1,10103,2,0,5,1,32.371675,-87.0067,1,1,AL,Unknown,Dark Lighted,0,21,2,2014,22,45,3
1,10104,1,0,1,1,32.56369444,-85.3887,1,0,AL,Unknown,Daylight,0,22,2,2014,7,55,1
1,10105,2,0,5,2,32.36591944,-86.0926,2,0,AL,Unknown,Daylight,0,23,2,2014,12,17,1
1,10106,1,0,1,1,34.17478333,-86.6501,1,0,AL,Unknown,Dark Not Lighted,0,23,2,2014,21,0,2
1,10107,1,0,5,1,31.15366111,-86.4846,3,1,AL,Unknown,Dark Not Lighted,0,23,2,2014,22,0,2
1,10108,2,0,3,2,34.85126667,-86.5714,2,1,AL,Unknown,Dark Lighted,0,25,2,2014,4,40,3
1,10109,1,0,1,1,33.12365833,-86.2914,1,0,AL,Unknown,Daylight,0,25,2,2014,6,20,1
1,10110,1,0,1,2,33.52407222,-86.7782,1,1,AL,BIRMINGHAM,Dark Lighted,350,21,2,2014,23,23,3
1,10111,2,0,2,1,33.18979722,-87.3003,1,0,AL,BROOKWOOD,Daylight,505,23,2,2014,16,26,1
1,10112,1,0,1,1,31.38218056,-86.0864,1,0,AL,ELBA,Daylight,1010,24,2,2014,12,38,1
1,10113,1,0,1,1,33.06035556,-86.0473,1,1,AL,GOODWATER,Daylight,1390,28,2,2014,11,10,1
1,10114,1,0,3,1,34.25949722,-86.0854,1,1,AL,Unknown,Dark Lighted,0,26,2,2014,20,55,3
1,10115,1,0,1,1,31.08384722,-87.4803,1,0,AL,Unknown,Daylight,0,28,2,2014,7,40,1
1,10116,1,0,1,1,32.10328333,-86.5886,1,1,AL,Unknown,Daylight,0,1,3,2014,6,0,1
1,10117,1,0,1,1,33.51765556,-85.6336,1,0,AL,Unknown,Daylight,0,4,3,2014,11,45,1
1,10118,1,0,6,2,30.66119167,-88.1909,1,0,AL,MOBILE,Dark Not Lighted,2100,2,3,2014,0,10,2
1,10119,1,0,3,1,34.36320278,-86.4064,1,0,AL,Unknown,Daylight,0,3,3,2014,12,15,1
1,10120,1,0,2,1,34.12985556,-86.0629,1,1,AL,Unknown,Dark Not Lighted,0,3,3,2014,18,0,2
1,10121,1,0,1,2,30.66808889,-88.0494,1,1,AL,MOBILE,Dark Lighted,2100,4,3,2014,22,27,3
1,10122,1,1,1,2,33.4977,-86.7941,1,0,AL,BIRMINGHAM,Daylight,350,4,3,2014,12,12,1
1,10123,2,0,2,1,32.41217222,-85.95100000000001,1,0,AL,Unknown,Daylight,0,5,3,2014,9,10,1
1,10124,1,1,1,1,32.58379167,-86.4643,1,0,AL,Unknown,Dark Not Lighted,0,5,3,2014,19,40,2
1,10125,1,0,1,1,34.58647778,-87.35700000000001,1,0,AL,Unknown,Dark Not Lighted,0,8,3,2014,20,45,2
1,10126,1,0,1,1,32.45573889,-87.5339,1,1,AL,Unknown,Daylight,0,8,3,2014,16,45,1
1,10127,1,0,1,1,31.54104444,-87.7909,1,0,AL,Unknown,Dark Not Lighted,0,10,3,2014,22,5,2
1,10128,1,0,1,2,33.18902222,-87.3263,1,0,AL,Unknown,Daylight,0,11,3,2014,10,5,1
1,10129,4,0,4,1,34.24621667,-85.8501,2,0,AL,COLLINSVILLE,Dark Not Lighted,750,5,2,2014,19,10,2
1,10130,1,0,1,2,32.48728333,-87.8034,1,0,AL,DEMOPOLIS,Dark Not Lighted,900,10,3,2014,21,30,2
1,10131,2,0,3,1,31.30071111,-85.7636,1,1,AL,LEVEL PLAINS,Dark Not Lighted,1866,24,3,2014,21,11,2
1,10132,2,0,4,2,30.69848333,-88.1241,1,1,AL,MOBILE,Dark Not Lighted,2100,1,3,2014,23,20,2
1,10133,1,0,1,1,34.67371111,-86.0234,1,0,AL,Unknown,Dark Not Lighted,0,8,3,2014,4,0,2
1,10134,2,0,2,1,32.307875,-85.6788,1,0,AL,Unknown,Daylight,0,13,3,2014,9,50,1
1,10135,1,0,1,1,30.81267778,-88.1856,1,0,AL,MOBILE,Dark Not Lighted,2100,13,3,2014,21,0,2
1,10136,2,0,3,2,33.76795833,-85.8926,1,0,AL,Unknown,Daylight,0,14,3,2014,10,0,1
1,10137,1,0,1,1,33.38441111,-86.6221,1,1,AL,Unknown,Daylight,0,14,3,2014,16,25,1
1,10138,1,0,2,1,31.83293056,-88.2756,2,0,AL,Unknown,Daylight,0,14,3,2014,14,55,1
1,10139,1,0,1,1,32.89476944,-86.8341,1,1,AL,Unknown,Daylight,0,14,3,2014,18,10,1
1,10140,1,0,1,1,33.03165278,-85.6952,1,1,AL,Unknown,Dark Not Lighted,0,16,3,2014,6,35,2
1,10141,2,0,2,2,33.37389167,-86.9175,1,0,AL,BESSEMER,Daylight,330,17,3,2014,10,9,1
1,10142,2,0,3,2,32.34571667,-85.1278,1,0,AL,Unknown,Daylight,0,17,3,2014,7,15,1
1,10143,3,0,4,2,33.01977222,-86.1034,1,0,AL,Unknown,Daylight,0,17,3,2014,15,20,1
1,10144,2,0,2,2,32.36778056,-86.3734,1,0,AL,MONTGOMERY,Dark Not Lighted,2130,17,3,2014,6,19,2
1,10145,1,0,1,1,31.17379167,-85.7987,1,0,AL,Unknown,Dark Not Lighted,0,20,3,2014,19,10,2
1,10146,1,0,1,1,34.40958333,-88.0355,1,0,AL,Unknown,Daylight,0,21,3,2014,7,50,1
1,10147,1,0,1,2,32.62387222,-85.3879,1,0,AL,OPELIKA,Daylight,2340,21,3,2014,7,45,1
1,10148,1,0,3,1,34.16446667,-86.89399999999999,1,1,AL,Unknown,Dark Not Lighted,0,22,3,2014,1,45,2
1,10149,1,1,1,2,34.73506389,-86.6201,1,0,AL,HUNTSVILLE,Dark Lighted,1730,22,3,2014,23,8,3
1,10150,3,0,4,2,32.58191111,-85.5016,2,0,AL,AUBURN,Daylight,200,25,3,2014,7,58,1
1,10151,1,0,1,1,33.85488333,-86.8547,1,0,AL,Unknown,Dark Not Lighted,0,25,3,2014,19,15,2
1,10152,1,0,1,1,34.67144444,-86.8731,1,0,AL,Unknown,Dark Not Lighted,0,1,2,2014,3,40,2
1,10153,1,0,2,1,30.77141944,-87.7832,1,1,AL,Unknown,Daylight,0,22,3,2014,13,35,1
1,10154,1,0,2,1,30.65603333,-88.3961,2,1,AL,Unknown,Dark Not Lighted,0,22,3,2014,19,35,2
1,10155,1,0,2,1,33.12085556,-87.4926,1,0,AL,Unknown,Dark Not Lighted,0,22,3,2014,22,18,2
1,10156,1,0,3,1,31.04458333,-87.7233,1,1,AL,Unknown,Dark Not Lighted,0,22,3,2014,23,25,2
1,10157,1,0,3,2,33.20889167,-87.5694,1,1,AL,TUSCALOOSA,Daylight,3050,30,3,2014,13,48,1
1,10158,2,0,2,1,30.57433889,-88.2416,1,0,AL,Unknown,Daylight,0,31,3,2014,17,49,1
1,10159,2,0,3,1,33.88863333,-86.2502,2,1,AL,Unknown,Dark Not Lighted,0,31,3,2014,19,10,2
1,10160,1,0,1,1,34.91226111,-86.7309,1,1,AL,Unknown,Daylight,0,2,4,2014,16,25,1
1,10161,2,0,4,2,32.35823889,-86.3918,1,0,AL,MONTGOMERY,Daylight,2130,1,4,2014,12,47,1
1,10162,2,0,2,1,31.99209722,-87.3115,1,0,AL,CAMDEN,Daylight,540,3,2,2014,14,30,1
1,10163,1,2,1,2,30.24269722,-87.7278,1,1,AL,GULF SHORES,Dark Lighted,1493,21,3,2014,1,45,3
1,10164,2,0,3,1,33.01031944,-87.7584,1,1,AL,Unknown,Dark Not Lighted,0,22,3,2014,3,55,2
1,10165,1,0,1,1,31.84298611,-87.3558,1,1,AL,Unknown,Dark Not Lighted,0,22,3,2014,20,10,2
1,10166,1,1,1,2,33.60101944,-85.8425,1,0,AL,OXFORD,Dark Lighted,2370,23,3,2014,21,15,3
1,10167,1,0,2,2,34.01354167,-85.9972,1,1,AL,GADSDEN,Dark Lighted,1280,26,3,2014,22,38,3
1,10168,1,0,1,1,31.992325,-87.9273,1,1,AL,Unknown,Dark Not Lighted,0,26,3,2014,22,0,2
1,10169,1,0,1,1,32.83883611,-85.4953,1,1,AL,Unknown,Dusk,0,27,3,2014,19,5,5
1,10170,1,0,1,1,32.63431667,-85.9542,1,1,AL,Unknown,Dark Not Lighted,0,28,3,2014,21,20,2
